48,司达小区，马家堡角门，不临街，满五唯一。,351,52950,non_co_ownership,66.29,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,"('115.24602815406949e', '40.663682047718844w')",None,None,None,None
49,马家堡 角门 角门东里 南北两居 值得一看,289,48490,non_co_ownership,59.6,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,"('115.53597707756927e', '40.919240631762065w')",None,None,None,None
50,南北通透无遮挡，采光好，视野佳，人车分流,685,78367,non_co_ownership,87.41,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.666666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,19,no,south,no,north,no,no,no,no,2,"('116.87200966991192e', '40.47592034916231w')",None,None,None,None
51,马家堡 角门 角门东里 大两居,410,55684,non_co_ownership,73.63,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,19,east,south,no,north,no,no,no,no,2,"('116.98918719096078e', '39.127373553786754w')",None,None,None,None
52,司达小区 全南向两居室 采光好,278,55050,non_co_ownership,50.5,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,2,"('116.24254731806575e', '39.04757073103977w')",None,None,None,None
53,马家堡，角门正规两居，东南角，中间层，精装修,320,62955,non_co_ownership,50.83,flat_floor,tower,mixed_structure,hardcover,0.2,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,no,no,no,southeast,no,no,no,2,"('115.35173767648787e', '39.38571974173944w')",None,None,None,None
54,角门东马家堡大红门洋桥一居室，户型方正，采光好,298,51710,non_co_ownership,57.63,flat_floor,tower,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,18,east,no,west,no,no,no,no,no,1,"('116.75943580726002e', '40.40305788109584w')",None,None,None,None
55,角门东里 正规南北通透三居 双地铁10号线和4号线,420,60958,non_co_ownership,68.9,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,3,"('115.29211372211836e', '40.88901822288831w')",None,None,None,None
56,此房是满五不唯一商品房，全朝南,420,62473,co_ownership,67.23,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,bottom_floor,14,no,south,no,no,no,no,no,no,1,"('116.05153999481551e', '39.971592861982884w')",None,None,None,None
57,马家堡 角门精装修低楼层一居室,268,62038,non_co_ownership,43.2,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,low_floor,6,east,no,no,no,no,no,no,no,1,"('115.36527200292781e', '39.49454504951353w')",None,None,None,None
58,10号线4号线双地铁 中间楼层 南向 采光好 诚意出售,318,69707,non_co_ownership,45.62,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,self_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,7,no,south,no,no,no,no,no,no,1,"('116.08861572723208e', '40.545296501570846w')",None,None,None,None
59,杏林园 正规一居室 南北通透 周边配套齐全,350,54594,non_co_ownership,64.11,flat_floor,tower,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,high_floor,18,no,south,no,north,no,no,no,no,1,"('116.15792774734132e', '39.84849734001543w')",None,None,None,None
60,角门甲8号院  满五年唯一 大一居室,368,51824,non_co_ownership,71.01,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,21,no,no,no,no,no,no,no,northwest,1,"('115.1437117702043e', '39.591837227283804w')",None,None,None,None
61,角门东里 2室1厅 南 北,313,54721,co_ownership,57.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,"('115.34050257537137e', '40.26066837198725w')",None,None,None,None
62,10号线马家堡角门东大红门35号院全南一居室满五唯一,275,54716,non_co_ownership,50.26,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,1,"('116.59614761307603e', '40.53781947516897w')",None,None,None,None
63,马家堡大红门角门10号线角门东地铁南北通透户型方正,655,58285,non_co_ownership,112.38,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,self_heating,no,Fengtai,Corner_Gate,1,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3,"('115.23734708330055e', '39.81402750768016w')",None,None,None,None
64,满5唯一   诚心出售   电梯房,375,48425,non_co_ownership,77.44,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,18,no,no,west,no,no,no,no,no,2,"('115.25420928963412e', '39.52612570887585w')",None,None,None,None
65,角门东里 正规三居室 南北通透 随时签约,390,50650,non_co_ownership,77,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,3,"('116.31114029624875e', '40.87690284889291w')",None,None,None,None
66,马家堡 洋桥 角门 低楼层 一居室 精装修,290,76924,non_co_ownership,37.7,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,bottom_floor,6,no,south,no,no,no,no,no,no,2,"('115.56934416217025e', '39.30005482923582w')",None,None,None,None
67,角门东里，精装修，两居室，双地铁,405,52326,non_co_ownership,77.4,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,east,no,no,no,no,no,no,no,2,"('115.36540398645134e', '40.68331082576343w')",None,None,None,None
68,马家堡角门东里  南北通透低楼层  交通便利,410,61562,non_co_ownership,66.6,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,3,"('116.5191441226346e', '40.78639164150323w')",None,None,None,None
69,经理推荐角门东里南北向采光好两居室,297,52225,non_co_ownership,56.87,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,"('116.15778841006531e', '40.13158723447953w')",None,None,None,None
70,马家堡 大红门 两居室 2000年后配套齐全,465,58869,non_co_ownership,78.99,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,bottom_floor,6,no,south,no,no,no,no,no,no,2,"('116.35419573919295e', '40.43930834000326w')",None,None,None,None
71,10号线角门东35号院四百多万小三居商品房诚心卖,438,50213,non_co_ownership,87.23,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,east,no,west,no,no,no,no,no,3,"('116.34226395648149e', '39.02680466685946w')",None,None,None,None
72,马家堡甲120号院 三居室 户型方正 南北通透,465,71254,non_co_ownership,65.26,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,3,"('116.90004284412196e', '40.827097415730826w')",None,None,None,None
73,马家堡角门两居室，近地铁，满五唯一,320,57338,non_co_ownership,55.81,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,"('115.93399257930902e', '40.84271782253275w')",None,None,None,None
74,马家堡角门全南向两居室满五唯一,275,54456,non_co_ownership,50.5,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,no,south,no,no,no,no,no,no,2,"('115.50966463717545e', '40.55246273831885w')",None,None,None,None
75,大红门35号院 南北通透 视野好 2001年板楼社区,435,54876,non_co_ownership,79.27,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,5,no,south,no,north,no,no,no,no,2,"('116.72612212279427e', '40.04331945507682w')",None,None,None,None
76,东向正规一居室 精装修 采光好,280,49392,co_ownership,56.69,flat_floor,tower,steel_concrete_structure,hardcover,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,east,no,no,no,no,no,no,no,1,"('115.70613269579853e', '39.56842970235585w')",None,None,None,None
77,角门路1号院 南北通透 采光亮,399,57818,non_co_ownership,69.01,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,"('116.58093506228613e', '40.47627063879527w')",None,None,None,None
78,马家堡商圈 南北通透两居室 大客厅 随时签约 诚售,450,50364,non_co_ownership,89.35,flat_floor,Banlou,steel_concrete_structure,hardcover,0.222222222,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,14,no,south,no,north,no,no,no,no,2,"('115.44712982148181e', '40.40392226053698w')",None,None,None,None
79,马家堡 角门 大红门正规两居室东西方正格局出售,338,54306,non_co_ownership,62.24,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,low_floor,6,east,no,west,no,no,no,no,no,2,"('115.42386709334711e', '40.409149165697514w')",None,None,None,None
80,马家堡角门地铁10号线      两居,390,52968,non_co_ownership,73.63,flat_floor,tower,mixed_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,19,no,south,no,no,no,no,no,northwest,2,"('115.63226666325012e', '40.160214339043506w')",None,None,None,None
81,两居室，精装修 角门东里小区 无遮挡,308,61898,non_co_ownership,49.76,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,no,no,no,southwest,no,2,"('116.4651892429018e', '39.10474883732189w')",None,None,None,None
82,正规2居室，业主诚心出售有电梯 4+10号线角门西站,452,57912,non_co_ownership,78.05,flat_floor,tower,steel_concrete_structure,hardcover,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,no,south,no,no,no,no,no,no,2,"('115.58712210765552e', '40.31108670406754w')",None,None,None,None
83,司达小区东南向两居室 满五年唯一,275,46297,non_co_ownership,59.4,flat_floor,Banlou,mixed_structure,simple_decoration,0.2,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,no,no,no,southeast,no,no,no,2,"('116.58923396677022e', '39.89425783156647w')",None,None,None,None
84,马家堡角门 东西通透 近地铁 绿化好 物业好,299,54364,non_co_ownership,55,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,east,no,west,no,no,no,no,no,2,"('115.66492425498568e', '40.42157220999563w')",None,None,None,None
85,马家堡67号院，角门东地铁，正规一居。,295,52038,non_co_ownership,56.69,flat_floor,tower,steel_concrete_structure,simple_decoration,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,18,east,no,no,no,no,no,no,no,1,"('115.35529906890937e', '40.84475939928217w')",None,None,None,None
86,大红门35号院 精装修 南北通透三居室 板楼中间楼层,498,62321,non_co_ownership,79.91,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,"('115.97241452488225e', '40.1406142278071w')",None,None,None,None
87,马家堡角门2居室，精装修婚房，看房方便，近地铁。,338,52322,non_co_ownership,64.6,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,14,east,no,no,no,no,no,no,no,2,"('116.10622853139638e', '39.774075262278025w')",None,None,None,None
88,10号线角门东怡然家园上下复式四居室商品房诚心卖,899,54360,non_co_ownership,165.38,duplex,Banlou,mixed_structure,hardcover,0.333333333,self_heating,no,Fengtai,Corner_Gate,2,1,2,top_floor,6,no,south,no,north,no,no,no,no,4,"('115.39779438784369e', '40.998725686483446w')",None,None,None,None
