,Unnamed: 0,名称,总价,单价,产权信息,建筑面积,户型结构,建筑类型,建筑结构,装修,梯户比,供暖,电梯,区域,具体区域,厅,厨,卫,楼层类型,总层数,东,南,西,北,东南,东北,西南,西北,室
1898,1898,此房中间楼层带电梯，阳台落地窗 视野开阔,300.0,25249.0,non_co_ownership,118.82,no_data_yet,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,7,no,south,no,north,no,no,no,no,3
1899,1899,华英园 南北通透户型 大四居  看房方便,540.0,27423.0,co_ownership,196.92,no_data_yet,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shunyi,Shunyi_others,2,2,2,high_floor,7,no,south,no,north,no,no,no,no,4
1900,1900,东方太阳城 三层联排  设想象空间大 好房子,1050.0,43895.0,non_co_ownership,239.21,no_data_yet,No_data_yet,mixed_structure,simple_decoration,0.09090909090909093,central_heating,no,Shunyi,Shunyi_others,2,1,4,basement,3,no,south,no,north,no,no,no,no,5
1901,1901,三居室，满五年唯一，落地窗，诚心出售，看房方便。,260.0,18281.0,non_co_ownership,142.23,no_data_yet,Banlou,mixed_structure,rough,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,2,top_floor,6,no,south,no,north,no,no,no,no,4
1902,1902,明厨明卫电梯房业主诚意出售价格可以商量,370.0,24187.0,non_co_ownership,152.98,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,high_floor,11,no,south,no,north,no,no,no,no,3
1903,1903,精装6居室，  宽敞采光好，业主诚心出售,598.0,20379.0,non_co_ownership,293.45,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,bottom_floor,11,no,south,no,north,no,no,no,no,6
1904,1904,南北通透北入户的南花园 房子方正精装修的 全新房,1250.0,54743.0,non_co_ownership,228.34,no_data_yet,Banlou,steel_concrete_structure,hardcover,1.0,central_heating,no_data_yet,Shunyi,Shunyi_others,3,1,3,bottom_floor,2,no,south,no,north,no,no,no,no,4
1905,1905,MOMA万万树 5室3厅 南 北,6000.0,120863.0,non_co_ownership,496.43,no_data_yet,No_data_yet,mixed_structure,hardcover,2.0,self_heating,elevator,Shunyi,Shunyi_others,3,1,5,bottom_floor,3,no,south,no,north,no,no,no,no,5
1906,1906,北京苏活二区  东南向 采光好,130.0,24146.0,non_co_ownership,53.84,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.08,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,7,no,no,no,no,southeast,no,no,no,2
1907,1907,蓝岸丽舍5期 精装平层一天未住 2015年电梯房 产权车位,999.0,38548.0,non_co_ownership,259.16,no_data_yet,No_data_yet,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Shunyi,Shunyi_others,2,1,4,middle_floor,6,no,south,no,north,no,no,no,no,4
1908,1908,炫立方商办类用房 诚意出售 看房方便,98.0,22167.0,non_co_ownership,44.21,flat_floor,tower,steel_concrete_structure,hardcover,0.09433962264150944,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,12,east,no,no,no,no,no,no,no,2
1909,1909,鹭峯国际，大产权，电梯房精装修，产权清晰，业主诚售,155.0,17002.0,non_co_ownership,91.17,flat_floor,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,west,north,no,no,no,no,3
1910,1910,鹭峯国际，精装修，电梯房，诚心出售，看房方便,170.0,18647.0,co_ownership,91.17,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,west,north,no,no,no,no,3
1911,1911,顺鑫花语 朝南开间 70年产权 电梯房 采光好,178.0,37099.0,non_co_ownership,47.98,no_data_yet,Banlou,mixed_structure,hardcover,0.6666666666666666,central_heating,elevator,Shunyi,Shunyi_others,0,1,1,middle_floor,9,no,south,no,no,no,no,no,no,1
1912,1912,东方太阳城精装修眼睛户型3居室可拎包入住,460.0,34044.0,non_co_ownership,135.12,no_data_yet,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,2,2,middle_floor,6,no,south,no,north,no,no,no,no,3
1913,1913,翼之城 商务办公类用房 有电梯 小区环境好 无遮挡,150.0,17700.0,non_co_ownership,84.75,no_data_yet,No_data_yet,steel_concrete_structure,simple_decoration,0.16666666666666666,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,16,no,no,west,north,no,no,no,no,3
1914,1914,旭辉空港中心 3室1厅 北 西北,210.0,16301.0,non_co_ownership,128.83,no_data_yet,tower,steel_concrete_structure,others,0.125,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,11,no,no,no,north,no,no,no,northwest,4
1915,1915,焦各庄街2号院 低楼层采光充足个人需要5年社保,138.0,22679.0,non_co_ownership,60.85,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.2857142857142857,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,12,no,no,west,no,no,no,no,no,2
1916,1916,阳洲鑫园，三室一厅一厨双卫，采光好，小区环境安静,290.0,25324.0,co_ownership,114.52,no_data_yet,Banlou,mixed_structure,others,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3
1917,1917,梅兰居 1室1厅 南,270.0,41842.0,non_co_ownership,64.53,no_data_yet,No_data_yet,steel_concrete_structure,others,1.0,no_data_yet,no_data_yet,Shunyi,Shunyi_others,1,1,1,top_floor,15,no,south,no,no,no,no,no,no,1
1918,1918,东方太阳城顶层复式，业主诚心出售，楼层高视野好,500.0,30099.0,non_co_ownership,166.12,no_data_yet,Banlou,mixed_structure,simple_decoration,0.09090909090909093,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,top_floor,4,no,south,no,no,no,no,no,no,3
1919,1919,焦各庄街2号院 1室1厅 东,109.0,18074.0,co_ownership,60.31,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.2857142857142857,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,12,east,no,no,no,no,no,no,no,2
1920,1920,北京苏活二区 东向 有电梯 商务办公50年产权,138.0,31336.0,non_co_ownership,44.04,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.08,no_data_yet,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,no,no,west,no,no,no,no,no,3
1921,1921,鹭峯国际，精装修，电梯房，诚心出售，看房方便,230.0,25228.0,non_co_ownership,91.17,flat_floor,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,14,no,no,west,north,no,no,no,no,3
1922,1922,首都机场 北京苏活 一层商铺 毛坯 层高4.5米,154.0,33435.0,non_co_ownership,46.06,no_data_yet,tower,steel_concrete_structure,rough,0.08,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,7,no,no,west,no,no,no,no,no,2
1923,1923,房子二层，采光不错，看房比较方便，业主诚意卖房,123.0,26509.0,non_co_ownership,46.4,duplex,banta_combination,steel_concrete_structure,others,0.12,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,8,east,no,no,no,no,no,no,no,3
1924,1924,中国铁建顺鑫汇 2室2厅 南,149.0,22756.0,non_co_ownership,65.48,no_data_yet,banta_combination,steel_concrete_structure,others,0.05263157894736842,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,9,no,south,no,no,no,no,no,no,4
1925,1925,尚峯壹號 50年产权 业主诚心出售,180.0,29470.0,non_co_ownership,61.08,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.15384615384615385,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,12,no,south,no,no,no,no,no,no,2
1926,1926,大面积，环境好，落地大窗户看房方便,309.0,27580.0,non_co_ownership,112.04,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.15384615384615385,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,no,no,no,no,northeast,no,no,3
1927,1927,北京苏活二区大三区采光好无遮挡,420.0,35441.0,co_ownership,118.51,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,1.0,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,6,no,south,no,north,no,no,no,no,5
1928,1928,金地未未来 1室0厅 北,64.0,23214.0,non_co_ownership,27.57,no_data_yet,Banlou,steel_concrete_structure,others,0.0967741935483871,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,no,no,north,no,no,no,no,1
1929,1929,东方太阳城三期全明格局大三居  眼睛户型 电梯房,535.0,33913.0,non_co_ownership,157.76,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3
1930,1930,炫立方商办类用房已经装修，可以直接使用,85.0,18760.0,non_co_ownership,45.31,no_data_yet,tower,steel_concrete_structure,hardcover,0.09433962264150944,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,12,no,no,west,no,no,no,no,no,2
1931,1931,金地未未来 1室0厅 东,54.0,19446.0,non_co_ownership,27.77,no_data_yet,Banlou,steel_concrete_structure,others,0.0967741935483871,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,12,east,no,no,no,no,no,no,no,1
1932,1932,炫立方精装修，大落地窗视野开阔。,115.0,22872.0,non_co_ownership,50.28,no_data_yet,tower,steel_concrete_structure,hardcover,0.09433962264150944,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,12,no,south,no,no,no,no,no,no,2
1933,1933,六环内的电梯房楼龄新，小区环境好，人群素质高,152.0,16259.0,non_co_ownership,93.49,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.2857142857142857,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,12,no,no,no,north,no,no,no,no,3
1934,1934,仙泽园此房满五唯一，精装修，楼层一层,220.0,26126.0,non_co_ownership,84.21,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2
1935,1935,翼之城，房本满五年，业主诚心出售，看房随时联系,80.0,16860.0,non_co_ownership,47.45,no_data_yet,No_data_yet,steel_concrete_structure,others,0.25,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,13,no,no,no,north,no,no,no,no,2
1936,1936,航城广场 1室1厅 南,90.0,20853.0,non_co_ownership,43.16,no_data_yet,tower,steel_concrete_structure,hardcover,0.08333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,no,south,no,no,no,no,no,no,2
1937,1937,北京苏活二区 南向 有电梯 商务办公50年产权,158.0,23604.0,non_co_ownership,66.94,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.08,no_data_yet,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,no,south,no,north,no,no,no,no,4
1938,1938,北京苏活二区 精装 有电梯 商务办公50年产权,148.0,25039.0,non_co_ownership,59.11,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.08,no_data_yet,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,no,no,west,no,no,no,no,no,3
1939,1939,浅山香邑不满二顶层三室一厅两卫,330.0,23584.0,non_co_ownership,139.93,no_data_yet,No_data_yet,unknown_structure,others,0.5,no_data_yet,no_data_yet,Shunyi,Shunyi_others,1,1,2,top_floor,11,no,south,no,north,no,no,no,no,3
1940,1940,业主诚心出售 中国铁建顺鑫汇 环境好,220.0,25066.0,co_ownership,87.77,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.10526315789473684,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,8,no,south,west,no,no,no,no,no,5
1941,1941,航城广场，中间楼层，诚意出售，价格可谈。,170.0,19389.0,non_co_ownership,87.68,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.07407407407407407,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,no,no,no,no,no,southwest,no,4
1942,1942,上下两层 精装修 全款购买 有房本可放心交易,105.0,24941.0,co_ownership,42.1,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.0967741935483871,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,east,no,no,no,no,no,no,no,3
1943,1943,旭辉26街区 1室1厅 南 北,76.0,29175.0,non_co_ownership,26.05,no_data_yet,tower,steel_concrete_structure,others,0.030769230769230767,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,no,south,no,north,no,no,no,no,2
1944,1944,北京苏活二区  户型方正  看房方便,209.0,37665.0,non_co_ownership,55.49,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.07142857142857142,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,8,no,south,no,north,no,no,no,no,2
1945,1945,航城广场大平米，中间楼层，采光好，诚意出售。,160.0,20346.0,non_co_ownership,78.64,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.07407407407407407,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,south,no,no,no,no,no,no,4
1946,1946,旭辉26街区 2室1厅 南 北,150.0,37547.0,non_co_ownership,39.95,no_data_yet,tower,steel_concrete_structure,hardcover,0.12903225806451613,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,9,no,south,no,north,no,no,no,no,3
1947,1947,50年商办房 朝南向 采光充足 中间楼层,108.0,17542.0,non_co_ownership,61.57,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.2857142857142857,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,no,no,north,no,no,no,no,2
1948,1948,东亚首航国际 1室0厅 东,75.0,18750.0,non_co_ownership,40.0,flat_floor,tower,steel_concrete_structure,hardcover,0.19047619047619047,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,13,east,no,no,no,no,no,no,no,1
1949,1949,尚峯壹號       南向     精装修,150.0,27483.0,non_co_ownership,54.58,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.15384615384615385,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,12,no,south,no,no,no,no,no,no,1
1950,1950,炫立方 1室1厅 西 北,160.0,22269.0,non_co_ownership,71.85,no_data_yet,tower,steel_concrete_structure,rough,0.09433962264150944,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,no,west,north,no,no,no,no,2
1951,1951,炫立方 1室1厅 西,82.0,17642.0,non_co_ownership,46.48,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.12244897959183673,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,15,no,no,west,no,no,no,no,no,2
1952,1952,翼之城，商务办公类用房，封闭式小区环境好,165.0,20850.0,non_co_ownership,79.14,no_data_yet,banta_combination,steel_concrete_structure,others,0.1111111111111111,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,17,no,south,west,no,no,no,no,no,3
1953,1953,尚峯壹號  小户型，诚心出售。,120.0,27862.0,non_co_ownership,43.07,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.15384615384615385,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,east,no,no,no,no,no,no,no,2
1954,1954,东亚首航国际 把角户型 有边窗 有地库,86.0,16338.0,non_co_ownership,52.64,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.12903225806451613,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,9,east,south,no,no,no,no,no,no,2
1955,1955,航城广场，商业办公类，中间楼层，诚意出售。,90.0,22097.0,non_co_ownership,40.73,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.07407407407407407,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,no,west,no,no,no,no,no,2
1956,1956,尚峯壹號 环境优美 精装修 24小时安保 人车分流,668.0,33106.0,non_co_ownership,201.78,flat_floor,tower,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,no_data_yet,Shunyi,Shunyi_others,0,0,0,low_floor,21,no,south,no,north,no,no,no,no,5
1957,1957,鹭峯国际，精装修，电梯房，诚意出售，随时可看,155.0,17403.0,non_co_ownership,89.07,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,14,no,no,no,north,no,no,no,no,3
1958,1958,北京苏活二区中间楼层 看房提前预约,150.0,34982.0,non_co_ownership,42.88,no_data_yet,banta_combination,steel_concrete_structure,others,0.07142857142857142,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,8,no,no,west,no,no,no,no,no,2
1959,1959,此房装修不错，有电梯，业主诚心出售,84.0,17592.0,non_co_ownership,47.75,flat_floor,No_data_yet,steel_concrete_structure,hardcover,0.16666666666666666,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,16,no,no,no,no,no,no,no,northwest,1
1960,1960,诚心出售，精装修。看房提前联系,137.0,29920.0,non_co_ownership,45.79,no_data_yet,tower,steel_concrete_structure,others,0.08,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,7,east,no,no,no,no,no,no,no,4
1961,1961,需要北京购房资质（连续缴纳五年社保或者纳税）,120.0,16423.0,non_co_ownership,73.07,no_data_yet,banta_combination,steel_concrete_structure,simple_decoration,0.12903225806451613,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,no,south,west,no,no,no,no,no,2
1962,1962,林河北大街21号院，精装电梯房，人车分流落地窗,242.0,25933.0,non_co_ownership,93.32,flat_floor,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,no,north,no,no,no,no,3
1963,1963,毛坯独栋，无抵押无纠纷，随时可以交易过户，看房方便,1300.0,26069.0,non_co_ownership,498.68,no_data_yet,No_data_yet,frame_structure,rough,1.0,self_heating,no,Shunyi,Shunyi_others,2,1,3,bottom_floor,2,no,south,no,north,no,no,no,no,5
1964,1964,旭辉26街区 1室1厅 北,73.0,25832.0,non_co_ownership,28.26,no_data_yet,No_data_yet,steel_concrete_structure,others,0.06451612903225806,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,9,no,no,no,north,no,no,no,no,2
1965,1965,旭辉26街区 2室1厅 南 北,96.0,25145.0,non_co_ownership,38.18,no_data_yet,tower,steel_concrete_structure,rough,0.16666666666666666,central_heating,no_data_yet,Shunyi,Shunyi_others,0,0,0,top_floor,8,no,south,no,north,no,no,no,no,3
1966,1966,北京苏活二区  中间楼层   采光好    业主诚售,165.0,26379.0,non_co_ownership,62.55,no_data_yet,banta_combination,steel_concrete_structure,others,0.10526315789473684,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,7,no,south,no,north,no,no,no,no,4
1967,1967,50年产权商品房 社区环境优雅 东亚首航国际,57.0,16879.0,non_co_ownership,33.77,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.12903225806451613,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,9,no,south,no,no,no,no,no,no,1
1968,1968,业主诚心出售房源，看房方便。商务办公,175.0,31709.0,non_co_ownership,55.19,skip_floor,banta_combination,steel_concrete_structure,others,0.07142857142857142,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,8,no,south,no,north,no,no,no,no,4
1969,1969,华英园 3室2厅 南 北,490.0,30994.0,non_co_ownership,158.1,no_data_yet,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,2,low_floor,6,no,south,no,north,no,no,no,no,3
1970,1970,首创派尚国际 3室1厅 南,124.0,18273.0,non_co_ownership,67.86,no_data_yet,banta_combination,steel_concrete_structure,simple_decoration,0.14285714285714285,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,11,no,south,no,no,no,no,no,no,4
1971,1971,北京苏活二区，满五年，业主诚心出售，看房随时联系,96.0,20452.0,non_co_ownership,46.94,no_data_yet,banta_combination,steel_concrete_structure,others,0.07142857142857142,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,8,east,no,no,no,no,no,no,no,2
1972,1972,50年商办房 朝南向 采光充足,75.0,20857.0,non_co_ownership,35.96,no_data_yet,banta_combination,steel_concrete_structure,simple_decoration,0.2857142857142857,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,12,no,south,no,no,no,no,no,no,1
1973,1973,金地未未来 2室1厅 东,108.0,25654.0,non_co_ownership,42.1,no_data_yet,Banlou,steel_concrete_structure,others,0.0967741935483871,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,10,east,no,no,no,no,no,no,no,3
1974,1974,航城广场 商业办公类 双层格局,139.0,23272.0,non_co_ownership,59.73,no_data_yet,tower,steel_concrete_structure,others,0.08695652173913042,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,no,no,west,north,no,no,no,no,3
1975,1975,双层格局，商业办公类，可注册公司,115.0,19273.0,non_co_ownership,59.67,no_data_yet,tower,steel_concrete_structure,hardcover,0.07407407407407407,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,east,no,no,no,no,no,no,no,2
1976,1976,空港国际 1室0厅 东,99.0,18436.0,non_co_ownership,53.7,no_data_yet,banta_combination,steel_concrete_structure,others,0.14285714285714285,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,14,east,no,no,no,no,no,no,no,1
1977,1977,尚峯壹號 商业办公 环境优美 采光好,650.0,37016.0,non_co_ownership,175.6,flat_floor,tower,steel_concrete_structure,others,0.6666666666666666,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,20,no,no,no,no,southeast,no,no,no,5
1978,1978,北京市顺义区域后沙峪镇T3空间,138.0,23450.0,non_co_ownership,58.85,no_data_yet,Banlou,steel_concrete_structure,others,0.1176470588235294,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,7,no,no,no,north,no,no,no,no,3
1979,1979,T3空间 4.5米层高 有挑空  精装修 可以注册办公,180.0,30592.0,non_co_ownership,58.84,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.1176470588235294,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,7,no,no,west,no,no,no,no,no,3
1980,1980,T3空间，可以注册公司，诚心出售。,160.0,27193.0,non_co_ownership,58.84,no_data_yet,banta_combination,steel_concrete_structure,others,0.1176470588235294,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,7,no,south,no,no,no,no,no,no,3
1981,1981,尚峯壹號 50年产权 业主诚心出售,180.0,32980.0,non_co_ownership,54.58,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.15384615384615385,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,south,no,no,no,no,no,no,2
1982,1982,旭辉26街区，次顶层，诚意出售，价格可谈,85.0,32419.0,non_co_ownership,26.22,no_data_yet,tower,steel_concrete_structure,hardcover,0.060606060606060615,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,21,no,no,no,north,no,no,no,no,2
1983,1983,金地未未来 1室0厅 南,59.0,21246.0,co_ownership,27.77,no_data_yet,Banlou,steel_concrete_structure,others,0.0967741935483871,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,12,no,south,no,no,no,no,no,no,1
1984,1984,50年商办房 采光充足 中间楼层,99.0,18093.0,non_co_ownership,54.72,no_data_yet,banta_combination,steel_concrete_structure,simple_decoration,0.2857142857142857,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,12,no,no,west,no,no,no,no,no,2
1985,1985,焦各庄街2号院 50年商办房 中间楼层 朝北向,103.0,16729.0,non_co_ownership,61.57,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.2857142857142857,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,no,no,north,no,no,no,no,2
1986,1986,首创派尚国际 1室1厅 南,65.0,15134.0,non_co_ownership,42.95,no_data_yet,banta_combination,steel_concrete_structure,others,0.08333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,11,no,south,no,no,no,no,no,no,2
1987,1987,水色时光五区 南北通透两居  落地窗 采光充足,260.0,29745.0,non_co_ownership,87.41,flat_floor,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,low_floor,11,no,south,no,north,no,no,no,no,2
1988,1988,东亚首航国际精装修，有电梯，地址可以注册,98.0,19414.0,co_ownership,50.48,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.12903225806451613,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,no,west,north,no,no,no,no,2
1989,1989,金地未未来 3室1厅 南,249.0,35864.0,non_co_ownership,69.43,no_data_yet,banta_combination,steel_concrete_structure,others,0.1153846153846154,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,south,no,no,no,no,no,no,4
1990,1990,商办类， 需要购房资质，需要全款购买,138.0,18899.0,non_co_ownership,73.02,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.15384615384615385,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,13,no,no,west,north,no,no,no,no,3
1991,1991,中国铁建顺鑫汇 3室2厅 南 北,199.0,29698.0,non_co_ownership,67.01,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.10526315789473684,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,8,no,south,no,north,no,no,no,no,5
1992,1992,T3空间，小区环境较好，诚意出售,145.0,24639.0,non_co_ownership,58.85,no_data_yet,Banlou,steel_concrete_structure,others,0.1176470588235294,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,7,no,no,no,north,no,no,no,no,3
1993,1993,焦各庄街2号院 朝南向 中间楼层 采光充足,123.0,20122.0,non_co_ownership,61.13,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.2857142857142857,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,south,no,no,no,no,no,no,2
1994,1994,金地未未来 1室0厅 西,100.0,23770.0,non_co_ownership,42.07,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,0.16666666666666666,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,no,west,no,no,no,no,no,1
1995,1995,顺义城南，品质社区，精装电梯房，刷卡进门人车分流,170.0,18777.0,non_co_ownership,90.54,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,14,no,no,no,north,no,no,no,no,3
1996,1996,金地未未来 3室1厅 南,160.0,27473.0,non_co_ownership,58.24,no_data_yet,Banlou,steel_concrete_structure,others,0.0967741935483871,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,south,no,no,no,no,no,no,4
1997,1997,顺义城，精装电梯房，业主诚售，品质社区，人车分流,190.0,20503.0,non_co_ownership,92.67,flat_floor,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,14,east,no,no,north,no,no,no,no,3
1998,1998,品质社区，精装修，业主诚意出售,240.0,17951.0,non_co_ownership,133.7,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,14,east,south,no,no,no,no,no,no,4
