,Unnamed: 0,名称,总价,单价,产权信息,建筑面积,户型结构,建筑类型,建筑结构,装修,梯户比,供暖,电梯,区域,具体区域,厅,厨,卫,楼层类型,总层数,东,南,西,北,东南,东北,西南,西北,室
620,620,沸城 南北通透三居室，采光充足，双卫生间 精装修,530.0,41310.0,non_co_ownership,128.3,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.6666666666666666,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,2,high_floor,25,no,south,no,north,no,no,no,no,3
621,621,西南五环内 晓月苑二里 南北通透 两居室,281.0,39690.0,non_co_ownership,70.8,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
622,622,沸城南北通透三居，户型方正格局合理，高楼层视野好,558.0,38956.0,non_co_ownership,143.24,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.6666666666666666,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,2,high_floor,25,no,south,no,north,no,no,no,no,3
623,623,晓月苑三里 六层板楼  满五  看房随时,355.0,35690.0,non_co_ownership,99.47,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,2,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
624,624,五环内 三居室 满五年唯一 看房方便,388.0,37212.0,non_co_ownership,104.27,flat_floor,tower,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,22,no,no,no,no,no,northeast,no,no,3
625,625,卢沟桥南里小区  南北向正规两居室  2002年建成,330.0,41852.0,non_co_ownership,78.85,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
626,626,晓月新城 大两居 采光充足 满五年唯一,390.0,38060.0,non_co_ownership,102.47,flat_floor,tower,steel_concrete_structure,hardcover,0.2222222222222222,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,middle_floor,24,no,no,no,no,no,no,southwest,no,2
627,627,卢沟桥南里甲八号院 2室1厅 南 北,305.0,40765.0,non_co_ownership,74.82,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
628,628,卢沟桥南里 正规一居室 中间楼层 全南向 明厨明卫,209.0,43588.0,co_ownership,47.95,flat_floor,Banlou,mixed_structure,simple_decoration,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,no,no,no,no,no,1
629,629,满五唯一 精装修大两居室 格局好 无浪费,365.0,38313.0,non_co_ownership,95.27,flat_floor,tower,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,24,east,no,no,no,no,no,no,no,2
630,630,东南向大两居，满五年唯一，看房有钥匙，靠谱出售,376.0,39806.0,non_co_ownership,94.46,flat_floor,tower,steel_concrete_structure,simple_decoration,0.16666666666666666,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,15,no,no,no,no,southeast,no,no,no,2
631,631,鑫融皓月小区 2008年商品房 环境干净,415.0,46740.0,non_co_ownership,88.79,flat_floor,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,east,no,west,no,no,no,no,no,2
632,632,卢沟桥北里 南北两居 诚心出售,255.0,47906.0,non_co_ownership,53.23,flat_floor,Banlou,mixed_structure,simple_decoration,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,5,no,south,no,north,no,no,no,no,2
633,633,全南向一居室  满五唯一 格局方正,270.0,42974.0,non_co_ownership,62.83,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.4,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,middle_floor,21,no,south,no,no,no,no,no,no,1
634,634,南北通透25平米方正客厅，双卧朝南不临街。,460.0,40698.0,non_co_ownership,113.03,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,3
635,635,晓月苑一里 精装修两居室 南北通透 满五年唯一,287.0,41486.0,co_ownership,69.18,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
636,636,卢沟桥南里 满五唯一 两居室 户型通透,235.0,44132.0,non_co_ownership,53.25,flat_floor,Banlou,mixed_structure,simple_decoration,0.2,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,east,no,west,no,no,no,no,no,2
637,637,卢沟桥南里 2室1厅 南 北,281.0,43927.0,co_ownership,63.97,flat_floor,Banlou,mixed_structure,others,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
638,638,晓月苑二里 1室1厅 南,223.0,42356.0,non_co_ownership,52.65,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,no,no,no,no,no,1
639,639,此房满五年唯一，看房随时，业主诚心出售，楼层好！,310.0,55556.0,non_co_ownership,55.8,flat_floor,Banlou,mixed_structure,others,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,2
640,640,晓月新城 正规一居室 采光充足 视野好,245.0,44057.0,non_co_ownership,55.61,flat_floor,tower,steel_concrete_structure,simple_decoration,0.2222222222222222,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,high_floor,24,no,no,no,north,no,no,no,no,1
641,641,卢沟桥南里甲八号院 满五唯一 诚心出售,290.0,30614.0,non_co_ownership,94.73,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2
642,642,沸城  满五年唯一 西南向双卫三居 三房朝南 商品房,480.0,39739.0,non_co_ownership,120.79,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,2,middle_floor,25,no,no,no,no,no,no,southwest,no,3
643,643,房子2002年楼龄 业主随时签约,450.0,34534.0,non_co_ownership,130.31,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,2,bottom_floor,6,east,no,west,no,no,no,no,no,3
644,644,沸城 南北通透 精装修 采光好 正规三居室,525.0,43264.0,co_ownership,121.35,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,high_floor,25,no,south,no,north,no,no,no,no,3
645,645,银海星月 满五唯一 采光充足南北通透,488.0,46892.0,non_co_ownership,104.07,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
646,646,卢沟桥南里 2室2厅 西南,378.0,40795.0,non_co_ownership,92.66,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,2,1,1,low_floor,6,no,no,no,no,no,no,southwest,no,2
647,647,卢沟桥南里  精装修  正规两居 拎包入住,265.0,45300.0,non_co_ownership,58.5,flat_floor,Banlou,mixed_structure,others,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
648,648,新月家园 南北通透 中楼层 视野好 满五年,615.0,40318.0,non_co_ownership,152.54,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3
649,649,次顶层，南北通透，满五唯一，两居室业主诚心出售。,399.0,42904.0,co_ownership,93.0,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
650,650,银海星月  低楼层  南北通透 三居室 交通便利,660.0,52187.0,non_co_ownership,126.47,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,2,bottom_floor,6,no,south,no,north,no,no,no,no,3
651,651,沸城小区，南北通透三居室，双卫，采光充足,520.0,40161.0,non_co_ownership,129.48,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,2,middle_floor,25,no,south,no,north,no,no,no,no,3
652,652,此房满五年唯一，南北通透楼层好，视野宽阔，采光充足,518.0,38557.0,non_co_ownership,134.35,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.3333333333333333,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,2,low_floor,14,no,south,no,north,no,no,no,no,3
653,653,晓月苑北里  正规两居 精装修 南北通透 低楼层,350.0,44232.0,non_co_ownership,79.13,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2
654,654,晓月八里精装三居，南北通透，看房方便,519.0,42925.0,non_co_ownership,120.91,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,middle_floor,25,no,south,no,north,no,no,no,no,3
655,655,晓月新苑优质西向 采光充足 随时签约,219.0,48356.0,co_ownership,45.29,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,middle_floor,22,no,no,west,no,no,no,no,no,1
656,656,新月家园   三居室  双卫  中间楼层  随时签约,560.0,33362.0,non_co_ownership,167.86,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3
657,657,晓月苑一里一层西北向正规两居室，看房随时,315.0,39834.0,non_co_ownership,79.08,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,bottom_floor,6,no,no,no,no,no,no,no,northwest,2
658,658,晓月新城 北向一居 满五唯一 诚心出售,215.0,52312.0,non_co_ownership,41.1,flat_floor,tower,steel_concrete_structure,others,0.2222222222222222,self_heating,elevator,Fengtai,Lugou_Bridge,0,1,1,low_floor,24,no,no,no,north,no,no,no,no,1
659,659,卢沟桥北里 正规2居室 南北通透 精装修  低楼层,269.0,50498.0,co_ownership,53.27,flat_floor,Banlou,mixed_structure,simple_decoration,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,bottom_floor,5,no,south,no,north,no,no,no,no,2
660,660,满五年唯一，户型方正，南北通透三居 格局合理，,515.0,39146.0,non_co_ownership,131.56,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.6666666666666666,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,2,low_floor,25,no,south,no,north,no,no,no,no,3
661,661,南北通透 两居室 中间层 精装修,299.0,42636.0,non_co_ownership,70.13,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
662,662,新月家园 南北通透  满五唯一,352.0,38311.0,non_co_ownership,91.88,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
663,663,鑫融皓月中间层南北向两居诚心出售,436.0,48754.0,co_ownership,89.43,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
664,664,沸城低楼层三居室，西南朝向，业主自住,455.0,41151.0,co_ownership,110.57,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,bottom_floor,23,no,south,west,north,no,no,no,no,3
665,665,沸城满五年唯一，南北通透三居，楼层好，采光充足,556.0,39084.0,non_co_ownership,142.26,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,2,low_floor,25,no,south,no,north,no,no,no,no,3
666,666,晓月苑二里  满五年  正规三居室  装修好   随时签约,323.0,34553.0,non_co_ownership,93.48,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,east,no,west,no,no,no,no,no,3
667,667,银海星月，两居两卫，中间楼层，把边户型,499.0,48092.0,non_co_ownership,103.76,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,2,middle_floor,6,no,south,no,north,no,no,no,no,2
668,668,正规两居室  格局方正 业主诚心卖,460.0,45267.0,non_co_ownership,101.62,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
669,669,晓月苑二里 2室1厅 东 北,252.0,36062.0,co_ownership,69.88,flat_floor,banta_combination,mixed_structure,hardcover,0.25,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,east,no,no,north,no,no,no,no,2
670,670,五环内 晓月新城 正规两居室 中间楼层 满五年唯一,369.0,39098.0,co_ownership,94.38,flat_floor,tower,steel_concrete_structure,hardcover,0.2222222222222222,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,middle_floor,24,east,no,no,no,no,no,no,no,2
671,671,晓月苑二里 东南向两居 满五年 中间楼层,290.0,36552.0,non_co_ownership,79.34,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,no,no,no,southeast,no,no,no,2
672,672,晓月苑一里   满五唯一 南北通透 精装修 一居室,224.0,40891.0,co_ownership,54.78,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,1
673,673,晓月新苑 通透优质两居 业主诚心出售,390.0,40174.0,non_co_ownership,97.08,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.4,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,middle_floor,21,no,south,no,north,no,no,no,no,2
674,674,晓月新苑 不临五环 诚心出售随时签约,348.0,37839.0,non_co_ownership,91.97,flat_floor,banta_combination,steel_concrete_structure,others,0.4,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,22,no,no,no,no,no,no,southwest,no,2
675,675,晓月苑三里 满五唯一 精装修 南北通透 诚心出售,280.0,39315.0,non_co_ownership,71.22,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
676,676,精致两居 南向采光充足 业主随时签约,340.0,38654.0,non_co_ownership,87.96,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,middle_floor,22,no,no,no,no,no,no,southwest,no,2
677,677,丰台区 南北通透 精装婚房 正规两居室 满五年唯一,215.0,46049.0,non_co_ownership,46.69,flat_floor,Banlou,mixed_structure,others,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,5,no,south,no,north,no,no,no,no,2
678,678,2007年板楼 南北通透 高楼层,352.0,36375.0,non_co_ownership,96.77,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.4,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,top_floor,21,no,south,no,north,no,no,no,no,2
679,679,晓月新苑2007年楼龄 采光充足,324.0,37776.0,non_co_ownership,85.77,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,top_floor,22,no,no,no,no,southeast,no,no,no,2
680,680,此房方正格局，南向大一居，采光充足，07年电梯板楼,295.0,43085.0,non_co_ownership,68.47,flat_floor,banta_combination,steel_concrete_structure,others,0.5,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,22,no,south,no,no,no,no,no,no,1
681,681,卢沟桥南里 南北通透 低楼层 交通便利,360.0,42579.0,non_co_ownership,84.55,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2
682,682,银海星月 满五唯一 视野好 采光充足,410.0,41285.0,non_co_ownership,99.31,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
683,683,晓月苑五里，满五唯一，高楼层，一居室，业主诚心出售,265.0,46297.0,non_co_ownership,57.24,flat_floor,tower,steel_concrete_structure,others,0.18181818181818185,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,high_floor,22,no,south,no,north,no,no,no,no,1
684,684,满五唯一 一层南向 免费车位 免费厨房,220.0,56716.0,non_co_ownership,38.79,flat_floor,Banlou,mixed_structure,simple_decoration,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,bottom_floor,6,no,south,no,no,no,no,no,no,1
685,685,晓月苑五里 满五年唯一 电梯房 户型方正实用 采光充足,239.0,41364.0,non_co_ownership,57.78,flat_floor,tower,steel_concrete_structure,simple_decoration,0.18181818181818185,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,22,no,no,no,no,southeast,no,no,no,1
686,686,晓月苑二里低楼层，满五非唯一，两居室，业主诚心出售,283.0,42672.0,non_co_ownership,66.32,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2
687,687,晓月苑一里 满五年唯一 南北通透 正规两居室,307.0,44301.0,co_ownership,69.3,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
688,688,鑫融皓月正规一居室，格局方正。,299.0,45930.0,non_co_ownership,65.1,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,no,no,no,no,no,1
689,689,商品房 满五年唯一 精装修 方正两居,335.0,41839.0,non_co_ownership,80.07,flat_floor,tower,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,24,no,no,no,no,no,northeast,no,no,2
690,690,卢沟桥南里  南北通透  一层   满五唯一  明厨明卫,265.0,46590.0,non_co_ownership,56.88,flat_floor,Banlou,mixed_structure,simple_decoration,0.3333333333333333,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2
691,691,满五年唯一，精装修两居室，双卧朝南，有车位,347.0,39450.0,non_co_ownership,87.96,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,22,no,south,west,no,no,no,no,no,2
692,692,晓月苑一里中楼层一居室，南北通透无遮挡，满五唯一,243.0,41948.0,non_co_ownership,57.93,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,1
693,693,沸城社区，满五唯一，精装修，楼层好，业主诚心出售,375.0,38617.0,non_co_ownership,97.11,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,25,no,no,no,no,no,northeast,no,no,2
694,694,满五唯一两居 带电梯 商品房 高楼层视野好 配套齐全,352.0,38500.0,non_co_ownership,91.43,flat_floor,tower,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,high_floor,24,east,no,no,no,no,no,no,no,2
695,695,五环内 晓月新苑 正规两居室出售,345.0,37875.0,non_co_ownership,91.09,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,22,east,no,no,north,no,no,no,no,2
696,696,晓月苑二里 正规两居室 诚心出售,288.0,40241.0,co_ownership,71.57,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
697,697,晓月苑五里 南向两居室 采光充足 业主诚心出售,339.0,37327.0,non_co_ownership,90.82,flat_floor,tower,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,bottom_floor,22,no,south,no,no,no,no,no,no,2
698,698,满五唯一 小两居 东南朝向高楼层 采光好视野好,236.0,44445.0,non_co_ownership,53.1,flat_floor,Banlou,mixed_structure,simple_decoration,0.2,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,no,no,no,no,southeast,no,no,no,2
699,699,银海星月正规一居室，东南向，精装修，居住舒服,320.0,46465.0,non_co_ownership,68.87,flat_floor,Banlou,mixed_structure,others,0.25,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,low_floor,6,no,no,no,no,southeast,no,no,no,1
700,700,晓月新苑 07年大一居 落地窗 采光好,285.0,40878.0,co_ownership,69.72,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.4,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,high_floor,22,no,no,no,no,southeast,no,no,no,1
701,701,晓月苑五里 房子满五唯一正规两居室,365.0,40805.0,non_co_ownership,89.45,flat_floor,tower,steel_concrete_structure,others,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,middle_floor,22,no,no,no,no,no,no,southwest,no,2
702,702,晓月新城 正规一居室 各个居室面积很大  周边配套齐全,280.0,40657.0,co_ownership,68.87,flat_floor,tower,steel_concrete_structure,hardcover,0.2222222222222222,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,24,no,no,no,no,southeast,no,no,no,1
703,703,晓月苑二里 满五年商品房 东西朝向 中间楼层 诚意出售,272.0,38681.0,non_co_ownership,70.32,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,east,no,west,no,no,no,no,no,2
704,704,晓月新城，中楼层 ，视野开阔，诚心出售,185.0,45013.0,non_co_ownership,41.1,flat_floor,tower,steel_concrete_structure,simple_decoration,0.2222222222222222,self_heating,elevator,Fengtai,Lugou_Bridge,0,1,1,middle_floor,24,no,no,no,north,no,no,no,no,1
705,705,此房满五唯一。小户型，格局紧凑。，采光充足。,212.0,51708.0,non_co_ownership,41.0,flat_floor,tower,steel_concrete_structure,simple_decoration,0.2222222222222222,self_heating,elevator,Fengtai,Lugou_Bridge,0,1,1,high_floor,24,no,no,no,north,no,no,no,no,1
706,706,此房满五唯一，房子采光充足，干净整洁。,220.0,53528.0,non_co_ownership,41.1,flat_floor,tower,steel_concrete_structure,others,0.2222222222222222,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,high_floor,24,no,no,no,north,no,no,no,no,1
707,707,晓月新城小区  2006年商品房小区  带电梯,199.0,48419.0,co_ownership,41.1,flat_floor,tower,steel_concrete_structure,simple_decoration,0.2222222222222222,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,24,no,no,no,north,no,no,no,no,1
708,708,高楼层，视野好，采光好，产权清晰，诚心出售,260.0,37260.0,non_co_ownership,69.78,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
709,709,晓月新苑 1室1厅 东南,290.0,41655.0,co_ownership,69.62,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.4,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,low_floor,22,no,no,no,no,southeast,no,no,no,1
710,710,晓月苑二里两居室 精装修 高楼层,292.0,41637.0,non_co_ownership,70.13,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
711,711,东南朝向，满五年唯一，诚心出售,296.0,42541.0,non_co_ownership,69.58,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,low_floor,6,no,no,no,no,southeast,no,no,no,2
712,712,晓月苑二里 东南向 采光好 明厨明卫,320.0,40425.0,non_co_ownership,79.16,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,high_floor,6,no,no,no,no,southeast,no,no,no,2
713,713,晓月苑一里 正规两居室 拎包入住,257.0,32857.0,non_co_ownership,78.22,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,no,no,no,no,southeast,no,no,no,2
714,714,高楼层，视野好，采光好，产权清晰，诚心出售,300.0,42901.0,non_co_ownership,69.93,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
715,715,鑫融皓月 2室1厅 南 北,450.0,51464.0,co_ownership,87.44,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
716,716,南北向正规两居室 格局方正  环境干净整洁,258.0,44816.0,non_co_ownership,57.57,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
717,717,晓月苑五里 采光充足 业主诚心 随时签约,359.0,38038.0,non_co_ownership,94.38,flat_floor,tower,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,high_floor,22,no,no,no,no,no,no,southwest,no,2
718,718,晓月新城 2室1厅 西北,360.0,39375.0,non_co_ownership,91.43,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,middle_floor,24,no,no,no,no,no,no,no,northwest,2
719,719,晓月苑五里 中高层 三居室 采光好 视野好,398.0,38171.0,non_co_ownership,104.27,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,1,high_floor,22,no,no,no,no,no,no,no,northwest,3
720,720,新月家园，低楼层，满五唯一，一居室，业主诚心出售,315.0,43175.0,non_co_ownership,72.96,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Fengtai,Lugou_Bridge,1,1,1,low_floor,6,east,no,west,no,no,no,no,no,1
721,721,晓月苑五里 正规三居室 业主诚售,440.0,37320.0,non_co_ownership,117.9,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,2,top_floor,22,no,no,no,no,no,no,no,northwest,3
722,722,晓月苑五里 南北通透大三居室  正对公园,406.0,33987.0,non_co_ownership,119.46,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,self_heating,elevator,Fengtai,Lugou_Bridge,1,1,2,high_floor,22,no,south,no,north,no,no,no,no,3
