id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected
4126,远洋新干线A座  70年产权 地铁10号线三元桥,490,50057,non_co_ownership,97.89,no_data_yet,tower,steel_concrete_structure,others,0.444444444,central_heating,elevator,Chaoyang,Yansha,1,1,1,low_floor,26,east,no,no,no,no,no,no,no,2,115.12764545257649,39.7366294864123,None,None,FALSE
4127,燕莎 05年精装大两居 远洋品质小区 落地窗,1000,73031,non_co_ownership,136.93,flat_floor,tower,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Chaoyang,Yansha,1,1,1,high_floor,21,no,no,west,no,no,no,no,no,2,115.18822640857005,39.00057006272013,None,None,FALSE
4128,本房南北通透，视野好，采光充足,379,60747,non_co_ownership,62.39,no_data_yet,Banlou,brick_concrete_structure,hardcover,0.333333333,central_heating,no,Chaoyang,Yansha,1,1,1,top_floor,6,no,south,no,north,southeast,no,no,northwest,2,115.9729161273765,40.88710275653394,None,None,FALSE
4129,霞光里30号院精装修，满五年唯一商品房，采光视野好。,285,76326,non_co_ownership,37.34,flat_floor,Banlou,mixed_structure,others,0.25,central_heating,no,Chaoyang,Yansha,0,1,1,top_floor,6,no,south,no,no,no,no,no,no,1,116.5684011678088,40.0505957080411,None,None,FALSE
4130,牛王庙 3室1厅 南 北,630,60941,non_co_ownership,103.38,no_data_yet,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Chaoyang,Yansha,1,1,1,top_floor,4,no,south,no,north,no,no,no,no,3,116.83070116021568,39.60996174558545,None,None,FALSE
4131,中间楼层 诚意出售 三环 三元桥,1340,72586,non_co_ownership,184.61,flat_floor,tower,steel_concrete_structure,others,0.4,self_heating,elevator,Chaoyang,Yansha,2,1,2,low_floor,23,no,no,no,no,no,no,southwest,no,4,116.09508510855454,39.60354104898953,None,None,FALSE
4132,远洋新干线A座 中间楼层 看小区花园 地铁10号线,432,50788,non_co_ownership,85.06,flat_floor,tower,steel_concrete_structure,others,0.444444444,central_heating,elevator,Chaoyang,Yansha,1,1,1,middle_floor,26,no,no,no,north,no,no,no,no,1,116.79640392079403,40.853388535496066,None,None,FALSE
4133,嘉和丽园 价格合适 业主诚意出售 看房提前约,720,68312,non_co_ownership,105.4,flat_floor,tower,steel_concrete_structure,hardcover,0.4,central_heating,elevator,Chaoyang,Yansha,1,1,1,low_floor,28,no,no,no,no,southeast,no,no,no,2,115.7304265813331,40.13642362869398,None,None,FALSE
4134,远洋新干线 4室2厅 西南,1230,50516,non_co_ownership,243.49,no_data_yet,tower,steel_concrete_structure,hardcover,0.8,central_heating,elevator,Chaoyang,Yansha,2,1,2,high_floor,26,no,no,no,no,no,no,southwest,no,4,116.1606301076962,39.19576579782477,None,None,FALSE
4135,小区在售的主力户型，格局方正，视野佳观绿林,295,44725,non_co_ownership,65.96,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.181818182,central_heating,elevator,Chaoyang,Yansha,0,0,0,low_floor,13,east,no,no,no,no,no,no,no,2,116.11883339985013,39.48906642488861,None,None,FALSE
4136,此房视野好楼层好，精装修，业主诚意出售,350,34685,non_co_ownership,100.91,no_data_yet,Banlou,steel_concrete_structure,others,0.181818182,central_heating,elevator,Chaoyang,Yansha,0,0,0,middle_floor,13,no,no,no,no,no,no,southwest,no,3,115.713650940083,40.27742156914246,None,None,FALSE
4137,燕莎 三元桥 区域  视野好 采光无遮挡,430,42613,non_co_ownership,100.91,no_data_yet,Banlou,steel_concrete_structure,others,0.181818182,central_heating,elevator,Chaoyang,Yansha,0,0,0,high_floor,13,no,south,west,no,no,no,no,no,3,116.12873956798077,39.94229131545237,None,None,FALSE
4138,华远九都汇  品质物业 人车分流 私密安静,550,52850,non_co_ownership,104.07,no_data_yet,Banlou,steel_concrete_structure,others,0.129032258,central_heating,elevator,Chaoyang,Yansha,0,0,0,low_floor,7,east,no,no,no,no,no,no,no,2,115.37347651846564,40.92851684223591,None,None,FALSE
4139,燕莎 华远九都汇  诚意出售看房提前约,1999,77913,non_co_ownership,256.57,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Chaoyang,Yansha,0,0,0,middle_floor,4,no,no,west,no,no,no,no,no,6,116.3293662140193,39.40076154377685,None,None,FALSE
4140,燕莎  华远九都汇  人车分流 刷卡入户,640,46655,non_co_ownership,137.18,no_data_yet,Banlou,steel_concrete_structure,others,0.129032258,central_heating,elevator,Chaoyang,Yansha,0,0,0,low_floor,7,no,no,no,no,no,no,no,northwest,3,115.13011298308908,40.34543667234848,None,None,FALSE
4141,燕莎  华远九都汇 刷卡入户  管理好,662,46564,non_co_ownership,142.17,flat_floor,Banlou,steel_concrete_structure,others,0.129032258,central_heating,elevator,Chaoyang,Yansha,0,0,0,low_floor,7,no,no,no,no,no,no,southwest,no,3,115.01915044351257,40.01263537180829,None,None,FALSE
4142,燕莎 华远九都汇 刷卡入户  人车分流 品质物业,980,68932,non_co_ownership,142.17,flat_floor,Banlou,steel_concrete_structure,hardcover,0.125,central_heating,elevator,Chaoyang,Yansha,0,0,0,middle_floor,7,no,no,no,no,no,no,southwest,no,3,116.36441405735481,39.97636783659286,None,None,FALSE
4143,燕莎  华远九都汇  正看小区花园,280,53723,non_co_ownership,52.12,no_data_yet,Banlou,steel_concrete_structure,others,0.266666667,central_heating,elevator,Chaoyang,Yansha,0,0,0,bottom_floor,7,no,no,west,no,no,no,no,no,1,115.62413205748224,39.60836051022536,None,None,FALSE
4144,三元桥 燕莎区域 华远九都汇  2011年社区,2650,106349,non_co_ownership,249.18,no_data_yet,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Chaoyang,Yansha,0,0,0,bottom_floor,4,east,no,west,no,no,no,no,no,6,115.74045680947616,39.242633209571714,None,None,FALSE
4145,看房随时  楼龄新 物业管理好 品牌开发商,400,55672,non_co_ownership,71.85,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.307692308,central_heating,elevator,Chaoyang,Yansha,0,0,0,high_floor,7,east,south,no,no,no,no,no,no,2,115.5562582294031,39.4521846479166,None,None,FALSE
4146,华远九都汇 诚意出售 价格合适 中间楼层 有钥匙,680,51594,co_ownership,131.8,no_data_yet,Banlou,steel_concrete_structure,others,0.25,central_heating,elevator,Chaoyang,Yansha,0,0,0,middle_floor,11,no,south,no,no,no,no,no,no,4,116.80827602471791,39.076725749220486,None,None,FALSE
4147,三元桥 燕莎 2011年社区 精装修,460,43003,non_co_ownership,106.97,flat_floor,Banlou,steel_concrete_structure,others,0.25,central_heating,elevator,Chaoyang,Yansha,0,0,0,middle_floor,11,no,south,no,no,no,no,southwest,northwest,3,116.32410118620196,39.97420681508782,None,None,FALSE
4148,中间层，采光好，视野好，万科物业，楼龄新，诚心出售,730,116539,non_co_ownership,62.64,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.142857143,central_heating,elevator,Haidian,Ganjiakou,1,1,1,middle_floor,20,no,no,west,no,no,no,no,no,1,116.70634020435537,40.52489374163343,None,None,FALSE
4149,甘家口精装两居 南北通透 满五年家庭唯一住房,682,96875,non_co_ownership,70.4,flat_floor,Banlou,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Haidian,Ganjiakou,1,1,1,high_floor,9,no,south,no,north,no,no,no,no,2,115.0495409260726,39.244661897335405,None,None,FALSE
4150,四月满五唯一 阜光里 管理好 电梯房 楼龄新 精装修,799,94669,co_ownership,84.4,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Haidian,Ganjiakou,1,1,1,high_floor,14,east,no,west,no,no,no,no,no,2,116.54562446387592,39.781535168231734,None,None,FALSE
4151,增光路40号院 满五唯一 精装修 中间层,765,129223,non_co_ownership,59.2,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2,115.8340104687911,39.77367376595718,None,None,FALSE
4152,大学的家属院，环境好，24小时保安。,745,130018,non_co_ownership,57.3,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,bottom_floor,6,east,no,west,no,no,no,no,no,2,116.03285847442633,40.7479251752003,None,None,FALSE
4153,建设部大院  电梯直达  万科物业  满五唯一央产,760,130809,non_co_ownership,58.1,flat_floor,tower,steel_concrete_structure,simple_decoration,0.181818182,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,18,no,no,west,no,no,no,no,no,2,115.78353716294407,39.34950076564031,None,None,FALSE
4154,电梯直达 满五年 不临街 东南两居室,790,114993,co_ownership,68.7,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.222222222,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,18,no,no,no,north,southeast,no,no,no,2,115.67341127606686,40.18188701744384,None,None,FALSE
4155,采光好一居室 大客厅 97年房龄可以公积金贷款,475,92774,non_co_ownership,51.2,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.4,central_heating,elevator,Haidian,Ganjiakou,1,1,1,top_floor,9,no,no,no,no,no,no,southwest,no,1,116.10029163531273,40.95782352715365,None,None,FALSE
4156,增光路 中间楼层 南北通透两居室 诚心出售 看房随时,750,129311,non_co_ownership,58,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Haidian,Ganjiakou,1,1,1,middle_floor,7,no,south,no,north,no,no,no,no,2,115.73406799453855,40.26171722876752,None,None,FALSE
4157,建设部大院  2010年新楼 万科物业 两梯五户,770,116720,non_co_ownership,65.97,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.4,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,21,east,south,no,no,no,no,no,no,1,116.48134200270921,39.60411132041965,None,None,FALSE
4158,满五年唯一，格局方正，产权清晰，诚意出售随时签约,765,93866,non_co_ownership,81.5,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Haidian,Ganjiakou,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,3,115.76672528000451,40.955287685553344,None,None,FALSE
4159,国兴家园，2000年商品房小区，高层电梯房，正规三居,1430,99347,non_co_ownership,143.94,flat_floor,tower,steel_concrete_structure,simple_decoration,0.375,central_heating,elevator,Haidian,Ganjiakou,1,1,2,high_floor,24,no,no,west,no,no,no,no,no,3,116.71119817929652,39.83291693615804,None,None,FALSE
4160,远洋公馆 精装西南四居室 满五唯一,2000,79046,non_co_ownership,253.02,no_data_yet,tower,steel_concrete_structure,hardcover,0.833333333,central_heating,elevator,Chaoyang,Yansha,2,1,2,low_floor,23,no,no,no,no,no,no,southwest,no,4,115.86836560493752,39.19636540218462,None,None,FALSE
4161,华远九都汇 1室0厅 西,350,48720,non_co_ownership,71.84,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Chaoyang,Yansha,0,0,0,middle_floor,11,no,no,west,no,no,no,no,no,1,116.1837298323836,39.35286428067466,None,None,FALSE
4162,三里河路5号院  中间楼层 无遮挡,1110,86930,co_ownership,127.69,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Haidian,Ganjiakou,1,1,1,middle_floor,4,no,south,no,north,no,no,no,no,5,116.34459252517478,40.92816303104879,None,None,FALSE
4163,东三环精装小两居 满五唯一 看房方便,760,76054,non_co_ownership,99.93,flat_floor,tower,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Chaoyang,Yansha,1,1,2,middle_floor,21,no,no,no,no,no,no,no,northwest,2,115.58960629429997,39.8782924755557,None,None,FALSE
4164,劳动关系学院，全南向两居，看房方便,695,105463,non_co_ownership,65.9,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Haidian,Ganjiakou,1,1,1,middle_floor,4,no,south,no,north,no,no,no,no,2,116.76075904541199,40.45320037942566,None,None,FALSE
4165,满五年唯一，楼层适中，交通方便,710,78802,non_co_ownership,90.1,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,9,east,no,west,north,no,no,no,no,3,115.43492455712861,39.93660861285037,None,None,FALSE
4166,增光路，满五年唯一，南北通透 看房提前联系,660,84324,non_co_ownership,78.27,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Haidian,Ganjiakou,1,1,1,top_floor,7,no,south,no,north,no,no,no,no,3,115.05994757598278,40.868060573466586,None,None,FALSE
4167,国兴家园 正对小区花园 不临街,1530,96415,non_co_ownership,158.69,flat_floor,tower,steel_concrete_structure,simple_decoration,0.375,central_heating,elevator,Haidian,Ganjiakou,2,1,2,low_floor,24,no,no,no,no,no,northeast,no,no,3,115.60850349372511,40.135322968351446,None,None,FALSE
4168,中纺宿舍南院 1室1厅 南,500,108460,non_co_ownership,46.1,flat_floor,Banlou,mixed_structure,rough,0.2,central_heating,no,Haidian,Ganjiakou,1,1,1,middle_floor,4,no,south,no,no,no,no,no,no,1,116.3844025745578,39.62711010438132,None,None,FALSE
4169,车公庄西路14号院 精装修一居室 不遮挡采光好 诚心卖,530,139842,non_co_ownership,37.9,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,middle_floor,5,east,no,no,no,no,no,no,no,1,115.73503806513453,40.54471266067673,None,None,FALSE
4170,西三环 花园桥地铁口 南北通透 田字格三居,920,101996,non_co_ownership,90.2,flat_floor,Banlou,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,16,no,south,no,north,no,no,no,no,3,115.94749180036547,39.75323688018374,None,None,FALSE
4171,西三环北路86号院 2室1厅 西南,989,141065,non_co_ownership,70.11,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Haidian,Ganjiakou,1,1,1,middle_floor,7,no,no,no,no,no,no,southwest,no,2,116.76114702241246,39.78194934535157,None,None,FALSE
4172,建设部大院满五年唯一三居室，户型方正交通便利,927,129996,non_co_ownership,71.31,flat_floor,tower,steel_concrete_structure,others,0.285714286,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,16,no,no,no,no,no,no,no,northwest,3,115.91464290261541,39.256713584260936,None,None,FALSE
4173,航天桥东北角 西三环北路86号院 出行便利 户型装修好,1030,113250,non_co_ownership,90.95,flat_floor,banta_combination,steel_concrete_structure,hardcover,1,central_heating,elevator,Haidian,Ganjiakou,1,1,1,middle_floor,12,east,no,west,no,no,no,no,no,3,115.85278055412276,40.636509125674195,None,None,FALSE
4174,甘家口 低单价 户型方正 采光好 无浪费,1290,82991,non_co_ownership,155.44,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Haidian,Ganjiakou,2,1,2,middle_floor,20,no,no,west,no,no,no,no,no,2,116.7620651072023,39.97335042913404,None,None,FALSE
4175,阜北小区  南北通透  满五唯一  无遮挡,647,91904,non_co_ownership,70.4,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Haidian,Ganjiakou,2,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.85238606135172,40.322906524123574,None,None,FALSE
4176,增光路36号院 新上精装修正规一室一厅，满五年唯一,530,110073,co_ownership,48.15,flat_floor,Banlou,steel_concrete_structure,hardcover,1,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,14,east,no,west,no,no,no,no,no,1,116.1688042635909,40.043581791441426,None,None,FALSE
4177,精装两居满五年唯一出行便利电梯直达格局好,799,133836,non_co_ownership,59.7,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.222222222,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,16,no,no,no,no,no,no,southwest,no,2,116.99969508582035,39.92166779258214,None,None,FALSE
4178,阜成路33号，工商大学西校区。,1260,119602,co_ownership,105.35,flat_floor,tower,steel_concrete_structure,others,0.25,central_heating,elevator,Haidian,Ganjiakou,2,1,1,high_floor,16,no,no,no,no,no,no,southwest,no,2,116.71191188916765,40.01660352261529,None,None,FALSE
4179,三里河路5号院，购房成本低，诚心出售，可以看房,859,103482,non_co_ownership,83.01,flat_floor,tower,steel_concrete_structure,simple_decoration,0.285714286,central_heating,elevator,Haidian,Ganjiakou,1,1,1,middle_floor,15,no,no,no,no,no,no,no,northwest,3,115.63148465647392,40.659691111397514,None,None,FALSE
4180,航天桥东北角西三环北路86号院出行方便精装修格局很好,850,134430,non_co_ownership,63.23,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Haidian,Ganjiakou,1,1,1,bottom_floor,7,east,no,west,no,no,no,no,no,2,115.83794898093343,40.32662884016645,None,None,FALSE
4181,首师大东区 两居室 满五年 不临街,850,96046,co_ownership,88.5,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Haidian,Ganjiakou,1,1,1,middle_floor,18,no,no,no,no,no,northeast,no,no,2,116.49280707121322,40.07479925217031,None,None,FALSE
4182,建设部大院 ，满五年业主家庭唯一住房，万科物业,1410,112288,non_co_ownership,125.57,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Haidian,Ganjiakou,2,1,2,high_floor,20,east,south,no,north,no,no,no,no,4,116.91606161616753,39.52539757003244,None,None,FALSE
4183,建设部委大院 电梯直达不临街 4居央产性质 万科物业,1750,117981,non_co_ownership,148.33,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Haidian,Ganjiakou,2,1,2,low_floor,20,no,no,no,no,southeast,no,no,no,4,115.92212228691614,40.741805336497556,None,None,FALSE
4184,工商大学精装未住南北通透交通便利采光视野好环境佳,835,135773,non_co_ownership,61.5,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,bottom_floor,5,no,south,no,north,no,no,no,no,2,116.12153409002572,39.49687503211128,None,None,FALSE
4185,满五唯一带两个地下车位，南北通透不临街,2280,134601,non_co_ownership,169.39,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Haidian,Ganjiakou,2,1,2,low_floor,7,no,south,no,north,no,no,no,no,4,115.94680180752002,39.78919278360361,None,None,FALSE
4186,高楼层视野开阔，观景小区花园，不临街,2200,147533,non_co_ownership,149.12,flat_floor,tower,steel_concrete_structure,hardcover,0.375,central_heating,elevator,Haidian,Ganjiakou,2,1,2,middle_floor,24,no,no,no,no,southeast,no,no,no,3,115.69441145237816,39.76500868691718,None,None,FALSE
4187,东南向，不临街，观景小区花园，满五唯一,1536,102757,non_co_ownership,149.48,flat_floor,tower,steel_concrete_structure,simple_decoration,0.375,central_heating,elevator,Haidian,Ganjiakou,2,1,2,high_floor,24,no,no,no,no,southeast,no,no,no,3,115.00656785935385,40.564506998335126,None,None,FALSE
4188,工商大学西校区，教职工家属楼 阜成路33号 。,1250,107149,non_co_ownership,116.66,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Haidian,Ganjiakou,1,1,1,high_floor,16,no,no,no,no,no,no,no,northwest,3,116.98664942124603,39.28845177594742,None,None,FALSE
4189,阜成路阜北小区 南向两居室 全天采光 近地铁 适合老人,512,82701,non_co_ownership,61.91,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,bottom_floor,5,no,south,no,no,no,no,no,no,2,115.75243800815637,40.60947558024322,None,None,FALSE
4190,甘家口商圈 96年建成  电梯直达 精装修,1136,103565,non_co_ownership,109.69,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Haidian,Ganjiakou,2,1,1,middle_floor,12,no,south,no,north,no,no,no,no,2,116.879966013394,39.850035032315844,None,None,FALSE
4191,车公庄西路20号院南北西小三居楼龄新不临街非顶层,850,131173,non_co_ownership,64.8,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,3,115.72592608350931,39.942594546567385,None,None,FALSE
4192,建设部大院，万科物业，2000年乙1楼，,990,108162,non_co_ownership,91.53,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Haidian,Ganjiakou,1,1,1,bottom_floor,24,no,no,no,no,no,no,no,northwest,3,115.55363354735363,40.02628021147185,None,None,FALSE
4193,增光佳苑 人车分流 无遮挡 有车位 价格可谈,1600,93148,non_co_ownership,171.77,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.4,central_heating,elevator,Haidian,Ganjiakou,2,1,2,middle_floor,20,no,no,no,no,southeast,no,no,no,3,116.93074052026952,39.0703677725215,None,None,FALSE
4194,建设部大院，万科物业，1998年甲8楼，朝南3居室,1350,138037,non_co_ownership,97.8,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,20,no,south,no,no,no,no,no,no,3,116.56969299684397,39.24767537831547,None,None,FALSE
4195,甘家口小区正规大一居室，看房方便，诚心出售,435,90815,non_co_ownership,47.9,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.666666667,central_heating,elevator,Haidian,Ganjiakou,1,1,1,bottom_floor,9,no,no,west,no,no,no,no,no,1,116.95623019054025,39.76362661502078,None,None,FALSE
4196,甘家口小区，精装一居室，诚心出售。,408,93578,non_co_ownership,43.6,flat_floor,Banlou,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Haidian,Ganjiakou,1,1,1,middle_floor,9,no,south,no,no,no,no,no,no,1,116.83895358378236,39.937506821592066,None,None,FALSE
4197,地铁白石桥南中国科学院植物研究所宿舍小三居室出售,790,132108,non_co_ownership,59.8,flat_floor,Banlou,mixed_structure,rough,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.8721391719246,40.06349622518127,None,None,FALSE
4198,阜北小区  双东向两居室 楼层高视野好,493,91128,non_co_ownership,54.1,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,high_floor,6,east,no,no,north,no,no,no,no,2,115.63933095259772,39.030120078613486,None,None,FALSE
4199,增光路44号院 2006年商品房 正规两室方正大客厅,842,99965,non_co_ownership,84.23,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,16,no,no,no,no,no,no,no,northwest,2,115.32751095109754,40.92461308507351,None,None,FALSE
4200,阜南小区 双南两室 满五年 欢迎咨询,510,96046,non_co_ownership,53.1,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,2,115.70829233486573,39.504075815308475,None,None,FALSE
4201,甘家口  中纺大院  中间楼层 南北三居 不临街 边户,738,87649,non_co_ownership,84.2,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Haidian,Ganjiakou,1,1,1,middle_floor,4,no,no,no,no,no,no,southwest,no,3,115.26563640087073,39.8512572805936,None,None,FALSE
4202,大学家属区 南北通透2居室 有客厅 精装修,830,112163,non_co_ownership,74,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Haidian,Ganjiakou,1,1,1,bottom_floor,3,no,south,no,north,no,no,no,no,2,115.92171731341104,39.48912320189857,None,None,FALSE
4203,甘家口景熙国际 06年房 电梯直达 满五年唯一 有地铁,810,113145,non_co_ownership,71.59,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,11,no,south,no,north,no,no,no,no,2,116.68704223543513,40.20676817677788,None,None,FALSE
4204,此房满五年房源，业主诚心出售，楼层低，精装修,450,94340,non_co_ownership,47.7,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,middle_floor,5,east,no,west,no,no,no,no,no,2,116.90054081086176,39.572070881148036,None,None,FALSE
4205,增光路43号院 南北两居，采光好无遮挡,620,101473,non_co_ownership,61.1,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.21391007912806,40.864822522324985,None,None,FALSE
4206,交通便利，户型好，精装安静，总价合适，优质两居,550,97346,non_co_ownership,56.5,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.95076496621536,40.83929349761879,None,None,FALSE
4207,满五年的商品房，中间楼层，产权清晰，诚心出售。,598,112196,non_co_ownership,53.3,flat_floor,Banlou,mixed_structure,rough,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,high_floor,6,no,south,no,no,no,no,no,no,2,115.52612888916191,39.552855314933865,None,None,FALSE
4208,车公庄西路14号  二里沟站出行方便,600,133038,non_co_ownership,45.1,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,2,115.22032298372295,40.36145575687384,None,None,FALSE
4209,阜光里小区，南北两居室，有正规客厅，没遮挡,886,105064,co_ownership,84.33,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Haidian,Ganjiakou,1,1,1,middle_floor,9,no,south,no,north,no,no,no,no,2,115.39315432546942,39.74393949791177,None,None,FALSE
4210,西三环边上！花园桥，航天桥，东南向高层视野好,505,48968,non_co_ownership,103.13,flat_floor,tower,steel_concrete_structure,simple_decoration,0.363636364,self_heating,elevator,Haidian,Ganjiakou,1,1,1,middle_floor,25,no,no,no,no,southeast,no,no,no,2,116.36234452785827,39.1616477978778,None,None,FALSE
4211,国兴家园，带地下车位，南北通透不临街，一梯两户洋房,2600,153619,non_co_ownership,169.25,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Haidian,Ganjiakou,2,1,2,high_floor,7,no,south,no,north,no,no,no,no,4,116.68430385912448,39.53817734704797,None,None,FALSE
4212,近地铁、不临街、户口可迁出、诚心卖、无抵押,659,120037,non_co_ownership,54.9,no_data_yet,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.5770306313396,40.69228265172252,None,None,FALSE
4213,满五年不唯一福利分房费低有电梯,820,97620,non_co_ownership,84,no_data_yet,Banlou,mixed_structure,simple_decoration,0.666666667,central_heating,elevator,Haidian,Ganjiakou,1,1,1,high_floor,9,no,south,no,no,no,no,southwest,no,2,115.1551331512033,39.440433604679036,None,None,FALSE
4214,西三环，楼龄新，带电梯，用作办公,525,44129,non_co_ownership,118.97,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.272727273,self_heating,elevator,Haidian,Ganjiakou,1,0,0,high_floor,25,no,no,west,no,no,no,no,no,3,115.95595045261048,39.02735295262717,None,None,FALSE
4215,逸升轩小区，满五年唯一，停车便利，南北朝向,1450,72971,non_co_ownership,198.71,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,0.095238095,self_heating,elevator,Haidian,Ganjiakou,2,1,2,bottom_floor,14,no,south,no,north,no,no,no,no,4,116.20247919261539,39.72228074397561,None,None,FALSE
4216,景王坟精装一居 电梯直达 采光无遮挡,580,106228,non_co_ownership,54.6,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.222222222,central_heating,elevator,Haidian,Ganjiakou,1,1,1,high_floor,18,no,no,no,no,southeast,no,no,no,1,115.70242921815515,39.099885953979914,None,None,FALSE
