id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected
1613,中国铁建梧桐汇此房有装修，格局方正，适合办公,120,24170,non_co_ownership,49.65,flat_floor,banta_combination,steel_concrete_structure,others,0.272727273,central_heating,elevator,Mentougou,Mentougou_others,0,0,0,high_floor,25,no,no,no,north,no,no,no,no,1,115.90088057075857,39.439163979067075,None,None,FALSE
1614,东方太阳城精装修联排别墅，带电梯，拎包入住！,1188,44555,co_ownership,266.64,duplex,No_data_yet,mixed_structure,hardcover,0.090909091,central_heating,no,Shunyi,Shunyi_others,2,1,4,bottom_floor,3,no,south,no,north,no,no,no,no,6,116.66287112740349,39.04935194336567,None,None,FALSE
1615,两层空中别墅，适合两代人居住，楼间距宽，带电梯。,695,30120,non_co_ownership,230.75,duplex,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,top_floor,4,no,south,no,north,no,no,no,no,5,115.30845883789391,39.25508866203206,None,None,FALSE
1616,四室两厅，满五唯一，下跃，精装修，南北通透,285,20369,non_co_ownership,139.92,duplex,Banlou,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,bottom_floor,9,no,south,no,north,no,no,no,no,4,116.50026778440589,40.14110992917453,None,None,FALSE
1617,精装修，采光好，通风好，交通便捷，,265,21200,co_ownership,125,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,2,top_floor,6,no,south,no,no,no,no,no,no,3,116.28211450545416,40.619557918880936,None,None,FALSE
1618,此房满五唯一，南北通透格局，视野宽阔，采光充足,249,29038,non_co_ownership,85.75,flat_floor,Banlou,steel_concrete_structure,hardcover,0.333333333,self_heating,elevator,Shunyi,Shunyi_others,1,1,1,top_floor,11,no,south,no,north,no,no,no,no,2,115.80227360801246,40.308416065812295,None,None,FALSE
1619,东方太阳城南北通透两居室 户型方正 卧室宽敞舒适,318,34066,non_co_ownership,93.35,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,4,no,south,no,north,no,no,no,no,2,116.30961578529158,40.04214938549042,None,None,FALSE
1620,满五唯一，小区中间位置 中间楼层 新装修,252,24806,non_co_ownership,101.59,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,11,no,south,no,north,no,no,no,no,2,116.37047373805603,39.68220462764438,None,None,FALSE
1621,东方太阳城，万晴园南北通透两居室，精装修,366,37686,non_co_ownership,97.12,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,4,no,south,no,north,no,no,no,no,2,116.19164463923556,39.5468406456004,None,None,FALSE
1622,满五唯一商品房，正规两居室，中间楼层，采光通风好,247,24691,non_co_ownership,100.04,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,11,no,south,no,north,no,no,no,no,2,116.04789937082482,40.0591761646001,None,None,FALSE
1623,双阳南区 上下复式住宅，满五唯一,287,20681,non_co_ownership,138.78,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,2,top_floor,6,no,south,no,north,no,no,no,no,3,115.76058224120655,40.214977708184215,None,None,FALSE
1624,满五唯一，精装修，业主诚心出，随时可签,412,30883,non_co_ownership,133.41,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Shunyi,Shunyi_others,1,1,2,high_floor,12,no,south,no,north,no,no,no,no,4,116.30362858767596,40.09354448956828,None,None,FALSE
1625,精装修，三居两卫，双南卧，接受换房，看房都方便,310,22901,non_co_ownership,135.37,flat_floor,No_data_yet,steel_concrete_structure,others,0.5,no_data_yet,no_data_yet,Shunyi,Shunyi_others,2,1,2,high_floor,11,no,south,no,north,no,no,no,no,3,116.93525300476414,40.359444066023386,None,None,FALSE
1626,东方太阳城精装修2居室双卫生间带明卫户型好,405,32223,non_co_ownership,125.69,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,2,middle_floor,6,no,south,no,north,no,no,no,no,2,115.72774798995188,40.456226233401935,None,None,FALSE
1627,双阳南区二居室满五年唯一，落地窗诚心出售，看房方便,210,25156,non_co_ownership,83.48,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.1016317160255,40.29499678540623,None,None,FALSE
1628,首开集团建设，2012年小区，带电梯，板楼,280,31306,non_co_ownership,89.44,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,12,no,south,no,north,no,no,no,no,2,116.20798248558846,39.328101021940164,None,None,FALSE
1629,丽喜花园三居室 满五唯一 南北通透大客厅,405,30502,non_co_ownership,132.78,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,2,top_floor,6,no,south,no,north,no,no,no,no,3,116.71028104733269,39.477660165099905,None,None,FALSE
1630,丽喜花园三居室   看房提前联系,350,26476,non_co_ownership,132.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,1,low_floor,6,no,south,no,north,no,no,no,no,3,115.53400320267721,40.20736629872094,None,None,FALSE
1631,此房房本满五年，业主家庭在京就这一套房,283,29696,non_co_ownership,95.3,flat_floor,Banlou,mixed_structure,others,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,low_floor,11,no,south,no,north,no,no,no,no,2,115.6104770720055,40.812386489649256,None,None,FALSE
1632,2层，价格可以谈，诚心出售，未出租过，2003年商品房,250,28012,non_co_ownership,89.25,flat_floor,Banlou,mixed_structure,hardcover,0.5,no_data_yet,no,Shunyi,Shunyi_others,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,3,116.68550028934041,39.28564988663075,None,None,FALSE
1633,顺鑫花语 南北通透 电梯洋房 楼层好 两居室,350,37290,co_ownership,93.86,flat_floor,banta_combination,mixed_structure,others,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,10,no,south,no,north,no,no,no,no,2,116.52825689220471,39.35970698473839,None,None,FALSE
1634,顺鑫花语两居 房产证满五年 业主自住,345,36478,non_co_ownership,94.58,flat_floor,Banlou,mixed_structure,simple_decoration,0.666666667,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,9,no,south,no,north,no,no,no,no,2,116.41570230645166,39.2896435795921,None,None,FALSE
1635,蓝岸丽舍五期四居四卫 精装修好房出售 满五唯一,830,32612,non_co_ownership,254.51,flat_floor,No_data_yet,steel_concrete_structure,hardcover,1,central_heating,no_data_yet,Shunyi,Shunyi_others,2,1,4,top_floor,3,no,south,no,north,no,no,no,no,4,116.44660821333004,40.18924280381874,None,None,FALSE
1636,蓝岸丽舍一期 法式边户精装修 业主诚心出售,1270,35335,non_co_ownership,359.42,duplex,No_data_yet,unknown_structure,hardcover,1,no_data_yet,no_data_yet,Shunyi,Shunyi_others,3,1,3,bottom_floor,3,east,south,west,north,no,no,no,no,5,116.23734527798491,40.93202547413938,None,None,FALSE
1637,顺鑫花语  顶层复式  自住装修,630,40698,non_co_ownership,154.8,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,top_floor,5,no,south,no,north,no,no,no,no,4,116.69162259988504,40.431143025635706,None,None,FALSE
1638,MOMA万万树 6室3厅 东 南 西 北,2750,70746,non_co_ownership,388.72,duplex,No_data_yet,steel_concrete_structure,hardcover,1,self_heating,no,Shunyi,Shunyi_others,3,2,8,bottom_floor,2,east,south,west,north,no,no,no,no,6,115.85145621912494,39.24955233473435,None,None,FALSE
1639,尚峯壹號商办房，可注册办公，随时看房,325,31164,co_ownership,104.29,flat_floor,tower,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,17,no,south,no,no,no,no,no,no,3,115.33787358001892,39.67156386410664,None,None,FALSE
1640,东方太阳城 三期顶层一户  精装修 拎包入住,900,51435,non_co_ownership,174.98,duplex,Banlou,mixed_structure,hardcover,1,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,top_floor,6,no,south,no,north,no,no,no,no,5,115.38025243442631,39.97321667925095,None,None,FALSE
1641,彩俸北区 3室1厅 南 北,330,30870,non_co_ownership,106.9,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.46954299965769,39.26715335267753,None,None,FALSE
1642,顺鑫花语 一层下跃 看房方便，诚意出售,600,68455,non_co_ownership,87.65,duplex,Banlou,mixed_structure,others,0.5,self_heating,elevator,Shunyi,Shunyi_others,2,1,3,bottom_floor,5,no,south,no,north,no,no,no,no,4,115.25576922421891,40.66477590429675,None,None,FALSE
1643,蓝岸丽舍四期 纯独栋 满两年 业主诚心出售,1050,29200,non_co_ownership,359.6,duplex,Banlou,steel_concrete_structure,rough,1,self_heating,elevator,Shunyi,Shunyi_others,2,1,5,bottom_floor,2,east,south,west,north,no,no,no,no,5,116.51098494060744,40.72740654122026,None,None,FALSE
1644,东方太阳城明湖园联排别墅直观大湖。,1088,47745,non_co_ownership,227.88,duplex,No_data_yet,mixed_structure,hardcover,0.090909091,central_heating,no,Shunyi,Shunyi_others,3,1,4,bottom_floor,3,no,south,no,north,no,no,no,no,5,116.60285729584554,40.584783952758364,None,None,FALSE
1645,北京苏活四区  带电梯  三居  南北通透,345,32508,non_co_ownership,106.13,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Shunyi,Shunyi_others,1,1,2,middle_floor,11,no,south,no,north,no,no,no,no,3,115.3757413715089,39.546808007000536,None,None,FALSE
1646,东方太阳城桃花源 5室3厅 东 南 西 北,1800,40449,co_ownership,445.01,duplex,No_data_yet,unknown_structure,rough,1,no_data_yet,no_data_yet,Shunyi,Shunyi_others,3,1,4,bottom_floor,2,east,south,west,north,no,no,no,no,5,115.14645231730442,40.44820400405657,None,None,FALSE
1647,东方太阳城，富春园独栋毛坯房，花语院落前后无遮挡。,2950,77175,non_co_ownership,382.25,duplex,No_data_yet,mixed_structure,rough,1,self_heating,elevator,Shunyi,Shunyi_others,2,1,3,bottom_floor,2,east,south,west,north,no,no,no,no,5,115.27284012642535,40.39692435246786,None,None,FALSE
1648,龙湖下叠别墅，户型方正，位置好，有水系环绕,800,27246,non_co_ownership,293.63,duplex,Banlou,steel_concrete_structure,rough,0.5,self_heating,elevator,Shunyi,Shunyi_others,2,2,3,bottom_floor,3,no,south,no,north,no,no,no,no,4,116.5254764879648,40.70567936811962,None,None,FALSE
1649,月亮湾 双拼花园别墅， 满五年唯一单价19940元/平米,630,19941,non_co_ownership,315.94,duplex,No_data_yet,mixed_structure,simple_decoration,1,no_data_yet,no,Shunyi,Shunyi_others,2,1,4,bottom_floor,3,east,south,west,north,no,no,no,no,4,115.60490199476871,39.6778558189924,None,None,FALSE
1650,环境优美，闹中取静，200平米花园别墅，自家小花汇！,1160,59451,non_co_ownership,195.12,duplex,No_data_yet,mixed_structure,hardcover,0.142857143,central_heating,no,Shunyi,Shunyi_others,2,1,4,bottom_floor,2,no,south,no,north,no,no,no,no,4,116.22899187619223,40.35709873522166,None,None,FALSE
1651,独栋别墅，临水系，花园500多平米，可以拎包入住！！,1130,32897,non_co_ownership,343.5,duplex,No_data_yet,mixed_structure,hardcover,1,self_heating,no,Shunyi,Shunyi_others,2,1,4,bottom_floor,2,no,south,no,north,no,no,no,no,6,116.02370612670799,39.422563628282894,None,None,FALSE
1652,鹭峯国际精装修上叠，随时可看。,875,41397,non_co_ownership,211.37,duplex,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,4,no,south,no,north,no,no,no,no,4,115.74508258833323,40.85224966062471,None,None,FALSE
1653,水色时光五区  有电梯10-11层跃层，看房方便诚售,374,24447,non_co_ownership,152.99,duplex,Banlou,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,high_floor,11,no,south,no,north,no,no,no,no,3,116.90287274153994,39.76074875587355,None,None,FALSE
1654,水色时光一区联排别墅，适合改善居住。,560,33051,co_ownership,169.44,duplex,Banlou,mixed_structure,hardcover,0.2,self_heating,no,Shunyi,Shunyi_others,2,1,3,bottom_floor,3,no,south,no,north,no,no,no,no,4,115.0766758649243,40.59830976029389,None,None,FALSE
1655,MOMA万万树      精装修    独栋别墅,2480,50093,non_co_ownership,495.08,duplex,No_data_yet,mixed_structure,hardcover,1,self_heating,no,Shunyi,Shunyi_others,3,1,3,basement,2,east,south,west,north,no,no,no,no,5,115.86407113131759,40.34850998796401,None,None,FALSE
1656,东方太阳城精装修联排别墅位置好户型好二层,1000,50091,non_co_ownership,199.64,duplex,No_data_yet,brick_concrete_structure,hardcover,0.142857143,central_heating,no,Shunyi,Shunyi_others,2,1,4,bottom_floor,2,no,south,no,north,no,no,no,no,4,115.94920181073235,39.814951428237535,None,None,FALSE
1657,龙湖好望山下叠别墅 满二年 看房方便,850,27701,non_co_ownership,306.85,duplex,Banlou,steel_concrete_structure,rough,0.5,self_heating,elevator,Shunyi,Shunyi_others,2,1,4,bottom_floor,4,no,south,no,north,no,no,no,no,3,115.56557194596786,40.63130885033169,None,None,FALSE
1658,双阳南区 大复式 五居室 精装修 三世同堂,319,15311,non_co_ownership,208.36,duplex,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,3,top_floor,6,no,south,no,north,no,no,no,no,5,116.23152559806402,39.54897146645049,None,None,FALSE
1659,浅山香邑5居室眼睛户型，南北通透，小区中间,450,21464,non_co_ownership,209.66,duplex,Banlou,steel_concrete_structure,rough,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,bottom_floor,6,no,south,no,north,no,no,no,no,5,115.02720984052952,40.50950497361951,None,None,FALSE
1660,东方太阳城 正规一居室 纯南朝向,305,35866,non_co_ownership,85.04,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,6,no,south,no,no,no,no,no,no,1,115.5623095768615,39.60016969176475,None,None,FALSE
1661,顺鑫朗郡 一层优质两居，户型好,265,30439,non_co_ownership,87.06,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,bottom_floor,9,no,south,no,north,no,no,no,no,2,116.36134715767761,40.90376843996581,None,None,FALSE
1662,东方太阳城精装修3居室，位置好，诚意出售！,800,47484,non_co_ownership,168.48,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,4,no,south,no,north,no,no,no,no,3,115.57012735381564,39.48493631297739,None,None,FALSE
1663,丽喜花园中间楼层三居室 满五年,283,25544,non_co_ownership,110.79,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,115.61187069994274,40.1126923323034,None,None,FALSE
1664,东方太阳城正规1居室满五年唯一，带院,356,40249,non_co_ownership,88.45,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,bottom_floor,6,no,south,no,no,no,no,no,no,1,115.43180546878985,39.90515064317239,None,None,FALSE
1665,蓝岸丽舍五期单价低，精装修，上下两层，业主诚售！,778,21044,non_co_ownership,369.71,duplex,No_data_yet,steel_concrete_structure,simple_decoration,0.2,self_heating,elevator,Shunyi,Shunyi_others,2,1,3,high_floor,6,no,south,no,north,no,no,no,no,3,116.49928189489977,40.892359353282394,None,None,FALSE
1666,蓝岸丽舍二期英式独栋业主诚心出售,1248,34706,non_co_ownership,359.6,duplex,No_data_yet,steel_concrete_structure,hardcover,1,no_data_yet,no,Shunyi,Shunyi_others,3,1,3,bottom_floor,2,east,south,west,north,no,no,no,no,5,115.59300797570064,40.37968151363825,None,None,FALSE
1667,丽喜花园 70年产权满五唯一 业主诚心出售,285,34363,non_co_ownership,82.94,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2,115.00218357077914,40.014505036936406,None,None,FALSE
1668,满两年，楼层好，毛坯，房子空置。,365,44605,non_co_ownership,81.83,flat_floor,Banlou,steel_concrete_structure,rough,1,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,11,no,south,no,north,no,no,no,no,2,116.93546504698163,39.43010956433305,None,None,FALSE
1669,东方太阳城一层精装修，业主诚心出售,568,34639,non_co_ownership,163.98,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,bottom_floor,6,no,south,no,north,no,no,no,no,3,115.14298345496172,39.393031871968965,None,None,FALSE
1670,东方太阳城，独栋别墅，满五年唯一，带大花园！,1490,55484,non_co_ownership,268.55,duplex,No_data_yet,mixed_structure,hardcover,1,self_heating,no,Shunyi,Shunyi_others,3,1,4,bottom_floor,2,no,south,no,north,no,no,no,no,4,115.64762067609514,40.923536992506826,None,None,FALSE
1671,下坡屯家园二区 南北通透三居 精装修,303,27763,non_co_ownership,109.14,flat_floor,banta_combination,steel_concrete_structure,others,0.5,no_data_yet,no_data_yet,Shunyi,Shunyi_others,2,1,2,bottom_floor,11,no,south,no,north,no,no,no,no,3,116.54775806725769,39.37496820585166,None,None,FALSE
1672,浅山香邑三居室装修好，小区中间，楼距大，居住舒适,230,21654,non_co_ownership,106.22,flat_floor,No_data_yet,unknown_structure,hardcover,0.5,no_data_yet,no_data_yet,Shunyi,Shunyi_others,2,1,1,middle_floor,8,no,south,no,north,no,no,no,no,3,115.07873080311546,40.889663437663074,None,None,FALSE
1673,中海国际公馆 3室1厅 南 北,515,40421,non_co_ownership,127.41,flat_floor,banta_combination,steel_concrete_structure,others,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,2,high_floor,13,no,south,no,north,no,no,no,no,3,115.03989380333935,39.53446750993255,None,None,FALSE
1674,水色时光二区独栋别墅，300平米花园，居住环境舒适,1150,33479,non_co_ownership,343.5,duplex,No_data_yet,mixed_structure,simple_decoration,1,no_data_yet,no_data_yet,Shunyi,Shunyi_others,3,1,4,bottom_floor,2,no,south,no,no,no,no,no,no,6,116.86385616704072,40.35122330801379,None,None,FALSE
1675,水色时光二区 5室2厅 南 北,930,33774,non_co_ownership,275.36,duplex,banta_combination,mixed_structure,rough,1,self_heating,no,Shunyi,Shunyi_others,2,1,3,bottom_floor,2,no,south,no,north,no,no,no,no,5,116.89061180454704,40.976518384395966,None,None,FALSE
1676,联排东边户别墅，精装修 满二年网签价卖 售一月,780,28253,non_co_ownership,276.08,duplex,Banlou,mixed_structure,hardcover,0.2,self_heating,no,Shunyi,Shunyi_others,3,1,4,bottom_floor,3,no,south,no,north,no,no,no,no,5,116.52348779036839,40.03648614238119,None,None,FALSE
1677,顺鑫花语 业主诚  心  出 售,680,78054,non_co_ownership,87.12,duplex,Banlou,mixed_structure,hardcover,0.5,no_data_yet,elevator,Shunyi,Shunyi_others,2,1,3,bottom_floor,6,no,south,no,north,no,no,no,no,3,115.89566586291754,39.27408008332305,None,None,FALSE
1678,水色时光二区别墅，精装修，居住环境舒适,610,37606,non_co_ownership,162.21,duplex,Banlou,mixed_structure,others,0.166666667,self_heating,no,Shunyi,Shunyi_others,2,1,4,bottom_floor,3,no,south,no,north,no,no,no,no,4,116.72610230081246,39.413962827953505,None,None,FALSE
1679,蓝岸丽舍五期 大平层四居室业主诚心出售,820,30788,non_co_ownership,266.34,flat_floor,No_data_yet,steel_concrete_structure,rough,0.5,self_heating,elevator,Shunyi,Shunyi_others,2,1,4,middle_floor,6,no,south,no,north,no,no,no,no,4,115.13199591653614,39.4050530769958,None,None,FALSE
1680,蓝岸丽舍四期 北入户，业主诚心出售！,1330,25300,non_co_ownership,525.71,duplex,No_data_yet,steel_concrete_structure,rough,1,no_data_yet,no_data_yet,Shunyi,Shunyi_others,2,1,2,bottom_floor,2,no,south,no,north,no,no,no,no,5,116.97890080752431,39.608126663579554,None,None,FALSE
1681,双阳南区二居室，中间层，诚心出售，看房方便,237,25832,non_co_ownership,91.75,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shunyi,Shunyi_others,1,1,1,middle_floor,7,no,south,no,north,no,no,no,no,2,116.40513672011582,40.60016189448166,None,None,FALSE
1682,顺鑫花语电梯入户，低密度洋房，精装边户,370,40118,non_co_ownership,92.23,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,115.6156032216308,39.692243884232894,None,None,FALSE
1683,顺义东方太阳城联排别墅可拎包入住,1068,40876,non_co_ownership,261.28,duplex,No_data_yet,mixed_structure,simple_decoration,0.25,central_heating,no,Shunyi,Shunyi_others,3,1,4,bottom_floor,3,no,south,no,north,no,no,no,no,5,116.27934702359413,40.931565616149555,None,None,FALSE
1684,中海国际公馆平层四居，精装修，有车位,918,43549,non_co_ownership,210.8,flat_floor,Banlou,steel_concrete_structure,hardcover,1,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,low_floor,10,no,south,no,north,no,no,no,no,4,116.2142980395988,39.77873178697871,None,None,FALSE
1685,万万树二期，独栋别墅，531.8平米，3800万,3480,65439,non_co_ownership,531.8,duplex,No_data_yet,unknown_structure,hardcover,1,self_heating,no_data_yet,Shunyi,Shunyi_others,2,2,5,bottom_floor,1,east,south,west,north,no,no,no,no,5,116.64820897369337,40.73092249476903,None,None,FALSE
1686,中海洋房社区 业主诚心出售 看房提前联系,858,38186,co_ownership,224.69,duplex,Banlou,steel_concrete_structure,simple_decoration,1,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,low_floor,10,no,south,no,north,no,no,no,no,6,116.3540891347191,40.45183419940652,None,None,FALSE
1687,新建叠拼别墅，南北花园，房子使用面积400平米以上,1300,44043,non_co_ownership,295.17,duplex,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,bottom_floor,4,no,south,no,north,no,no,no,no,7,115.00933448730385,39.70776950473806,None,None,FALSE
1688,东方太阳城清波园 4室3厅 南 北,1160,52067,non_co_ownership,222.79,duplex,No_data_yet,mixed_structure,others,0.125,central_heating,no,Shunyi,Shunyi_others,3,1,4,bottom_floor,2,no,south,no,north,no,no,no,no,4,116.97273795279146,39.35844682562663,None,None,FALSE
1689,浅山香邑三期 毛坯一层三居室采光好,239,17083,non_co_ownership,139.91,duplex,No_data_yet,unknown_structure,rough,0.5,no_data_yet,no_data_yet,Shunyi,Shunyi_others,2,1,1,bottom_floor,11,no,south,no,no,no,no,no,no,3,115.93897148622867,40.553592605966664,None,None,FALSE
1690,精装修，花园洋房，南北通透的眼睛户型,403,19328,non_co_ownership,208.51,duplex,Banlou,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,bottom_floor,11,no,south,no,north,no,no,no,no,5,115.52912840272998,39.023152937245044,None,None,FALSE
1691,东方太阳城 4室2厅 南 北,610,34025,non_co_ownership,179.28,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,bottom_floor,4,no,south,no,north,no,no,no,no,4,115.05229689874827,40.91833675750155,None,None,FALSE
1692,东方太阳城优质3居室，满二年，业主诚意出售。,540,34358,non_co_ownership,157.17,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3,116.02575387067978,40.80381657076233,None,None,FALSE
1693,此房满二唯一，8月份满五年，精装修，南北通透格局好,199,27358,non_co_ownership,72.74,flat_floor,Banlou,brick_concrete_structure,others,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.39161117320968,39.77157317584267,None,None,FALSE
1694,顺义东方太阳城 精装两居室 车位充足带电梯,428,34372,non_co_ownership,124.52,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,2,middle_floor,6,no,south,no,north,no,no,no,no,2,115.93579170861517,39.167981865134664,None,None,FALSE
1695,东方太阳城顶层复式，简装修，视野开阔，业主诚售。,519,33263,non_co_ownership,156.03,duplex,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,3,top_floor,4,no,south,no,north,no,no,no,no,3,116.16242736944405,40.95252832754132,None,None,FALSE
1696,精装修，正规三居室，小区中间位置，拎包入住，满二年,266,25043,non_co_ownership,106.22,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,high_floor,9,no,south,no,north,no,no,no,no,3,116.71538395383665,39.68944873671676,None,None,FALSE
1697,浅香北街16号院，浅山香邑一期,318,24790,non_co_ownership,128.28,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,low_floor,9,no,south,no,north,no,no,no,no,3,116.21945981648001,40.769574742930054,None,None,FALSE
1698,梅兰居 3室1厅 南 北,350,41298,co_ownership,84.75,flat_floor,banta_combination,steel_concrete_structure,others,0.333333333,central_heating,no_data_yet,Shunyi,Shunyi_others,1,1,1,low_floor,12,no,south,no,north,no,no,no,no,3,115.2915388578612,40.77278207053882,None,None,FALSE
1699,梅兰居 2室1厅 南 北,318,38828,non_co_ownership,81.9,flat_floor,No_data_yet,steel_concrete_structure,hardcover,0.25,no_data_yet,no_data_yet,Shunyi,Shunyi_others,1,1,1,middle_floor,14,no,south,no,north,no,no,no,no,2,116.08027234498078,39.12303955385634,None,None,FALSE
1700,梅兰居 2室1厅 南 北,304,37384,non_co_ownership,81.32,flat_floor,banta_combination,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,bottom_floor,15,no,south,no,north,no,no,no,no,2,116.35013517618924,40.98023545901985,None,None,FALSE
1701,新上精装两居室 采光充足 南北双通透 明厨明卫,230,25922,non_co_ownership,88.73,flat_floor,No_data_yet,unknown_structure,others,0.5,no_data_yet,no_data_yet,Shunyi,Shunyi_others,1,1,1,high_floor,11,no,south,no,north,no,no,no,no,2,116.67262256496046,39.0093657964501,None,None,FALSE
1702,明厨明卫 装修好 正规两居 业主诚意出售,282,35837,co_ownership,78.69,flat_floor,Banlou,mixed_structure,hardcover,0.5,no_data_yet,no,Shunyi,Shunyi_others,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.0602287417184,40.61106242277413,None,None,FALSE
1703,顺义东方太阳城精装修三居室，南北朝向,658,38185,non_co_ownership,172.32,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,high_floor,6,no,south,no,north,no,no,no,no,3,115.19349415889906,39.99523728362965,None,None,FALSE
